candidate_id,fold,factor_name,ic,rank_ic,ic_ir,t_stat,p_value,coverage,missing_rate,fdr_q_value,fdr_significant
v1_drawdown_fixed,2019,accruals,-0.0035242976175893664,-0.0013498314541291363,-0.02126766972069776,-0.17526991639340736,0.8608675490858283,0.9464598054997919,0.05328910220214568,0.9697224815719216,False
v1_drawdown_fixed,2019,beta_to_spy,-0.028264401359678695,-0.019863949967316316,-0.1214740708643086,-0.916704799053032,0.35929735064649115,1.0,0.0,0.9512637976647312,False
v1_drawdown_fixed,2019,book_to_market,0.0034558648049641616,0.0006251833777728198,0.006724176307227263,0.037956353776490696,0.9697224815719216,0.9847820260360424,0.01510446075663467,0.9697224815719216,False
v1_drawdown_fixed,2019,earnings_yield,0.016558972443681423,0.026641478131080962,0.3331404076451769,1.803971404599593,0.07123578986166583,0.9729808519847803,0.026962168266516092,0.8667953640014998,False
v1_drawdown_fixed,2019,free_cash_flow_yield,0.006549879062670471,0.007045644273902443,0.1249026039055818,0.7550318365277614,0.4502298801169011,0.972599727356351,0.02717391304347826,0.9512637976647312,False
v1_drawdown_fixed,2019,max_drawdown_252d,-0.014561168448818508,-0.008914024592619117,-0.05531025439958782,-0.33005417163218914,0.7413590303259958,1.0,0.0,0.9697224815719216,False
v1_drawdown_fixed,2019,momentum_12_1,-0.028248800755433606,-0.030675425569616197,-0.20849843017400044,-1.2815896066048271,0.19998664804024113,0.9995676932644204,0.00042348955392433656,0.8667953640014998,False
v1_drawdown_fixed,2019,momentum_3m,-0.007664077049658509,-0.016784508829303997,-0.13238331746236703,-0.7301517885054016,0.4652974082867576,1.0,0.0,0.9512637976647312,False
v1_drawdown_fixed,2019,momentum_6m,-0.005076926090752672,-0.008557638885933092,-0.06055709710963439,-0.4245280285754794,0.6711807687308609,1.0,0.0,0.9697224815719216,False
v1_drawdown_fixed,2019,realized_vol_252d,-0.009726435264226284,-0.0017998343844863789,-0.013075408789471941,-0.07815584107631841,0.9377040882363957,1.0,0.0,0.9697224815719216,False
v1_drawdown_fixed,2019,realized_vol_60d,-0.007875449610328357,0.0010291789703885728,0.007508843962536745,0.04200307369338978,0.9664962478282382,1.0,0.0,0.9697224815719216,False
v1_drawdown_fixed,2019,roe,0.00953339476664668,0.022539805674325283,0.26951261624248574,1.281466955695268,0.2000296993849615,0.9634184905890051,0.036420101637492944,0.8667953640014998,False
v1_drawdown_fixed,2019,sales_yield,0.0012426413494973246,0.012074544141829813,0.12431935538672213,0.6553864582627315,0.5122189679733168,0.6884754749949141,0.30999435347261434,0.9512637976647312,False
v1_drawdown_fixed,2020,accruals,-0.00984672110177462,-0.005933289752397497,-0.0881735366962237,-0.844880171623852,0.3981777462906899,0.9523444917544059,0.04752164723529011,0.7394729573969956,False
v1_drawdown_fixed,2020,beta_to_spy,-0.003969239158333467,0.001266689122337276,0.0072312534028547305,0.055186011962491635,0.9559902727898915,1.0,0.0,0.9559902727898915,False
v1_drawdown_fixed,2020,book_to_market,-0.01808786070530664,-0.02871075711249847,-0.27232534443916484,-2.240897282899642,0.025032729298766408,0.9875549539087807,0.01240880889070703,0.16271274044198164,False
v1_drawdown_fixed,2020,earnings_yield,0.013445714391529567,0.016915857218071276,0.20416153642576435,1.2492490157876353,0.2115740092696864,0.9747340866731248,0.02522669939319561,0.7394729573969956,False
v1_drawdown_fixed,2020,free_cash_flow_yield,-0.01019141182427378,-0.009396027547278613,-0.1414773867536889,-0.6666283852645607,0.5050095332410387,0.9774690414292214,0.022431308379355013,0.7399819902580393,False
v1_drawdown_fixed,2020,max_drawdown_252d,0.022760414917273136,0.023148206338468827,0.12792984346215525,0.9167570841193707,0.35926994575197135,1.0,0.0,0.7394729573969956,False
v1_drawdown_fixed,2020,momentum_12_1,-0.003566206110924743,-0.0034589792258674893,-0.01974166669923423,-0.14679435359395668,0.8832943415830175,0.9998616126145876,0.0001363605372605168,0.9559902727898915,False
v1_drawdown_fixed,2020,momentum_3m,-0.002237990411483894,0.0048784033512508556,0.031274985298312255,0.25936776982439474,0.7953514949771374,1.0,0.0,0.9559902727898915,False
v1_drawdown_fixed,2020,momentum_6m,-0.0036344243647496275,-0.0037579376433089845,-0.02251858329860403,-0.16668759315252218,0.8676158681856015,1.0,0.0,0.9559902727898915,False
v1_drawdown_fixed,2020,realized_vol_252d,0.018684477213279215,0.01635474087984575,0.10209068078460506,0.6552679935639644,0.5122952240247964,1.0,0.0,0.7399819902580393,False
v1_drawdown_fixed,2020,realized_vol_60d,0.023295910446301766,0.02316072413785428,0.15308708021503367,0.9281221278914061,0.3533442225422033,1.0,0.0,0.7394729573969956,False
v1_drawdown_fixed,2020,roe,0.019155062750965197,0.044576658672871645,0.6788506348526571,4.193115583166015,2.7514915881571777e-05,0.9673655420510284,0.03259016840526352,0.0003576939064604331,True
v1_drawdown_fixed,2020,sales_yield,-0.009911497732568351,-0.017147005587693238,-0.17161944905743343,-1.014589439158374,0.31030157560273175,0.7835732503293632,0.2134042408127088,0.7394729573969956,False
v1_drawdown_fixed,2021,accruals,-0.0039909050814351445,-0.004775269828066479,-0.056567280860580986,-0.3546208397160856,0.7228736617345264,0.9598460020483434,0.04002911208151383,0.9311500301920753,False
v1_drawdown_fixed,2021,beta_to_spy,-0.019980729161508642,-0.01533650747542864,-0.07765014541551815,-0.4668065008817832,0.6406383243375768,1.0,0.0,0.9311500301920753,False
v1_drawdown_fixed,2021,book_to_market,-0.008575169495568052,-0.024563215463640542,-0.20525917529171417,-1.376670742808351,0.1686140681927233,0.9885407154825518,0.011446341140664285,0.7403049667466495,False
v1_drawdown_fixed,2021,earnings_yield,-0.005194481659533211,0.0011604455608831559,0.013753253840198265,0.08639800825744061,0.9311500301920753,0.9782607676758711,0.02163556967050417,0.9311500301920753,False
v1_drawdown_fixed,2021,free_cash_flow_yield,-0.01082605567945234,-0.016948522110471317,-0.22919144674969022,-1.37364385989611,0.16955227350955726,0.981585234372472,0.01839354241100966,0.7403049667466495,False
v1_drawdown_fixed,2021,max_drawdown_252d,-0.01417962762351585,-0.014563370981971144,-0.07339657431315806,-0.46079978789548864,0.6449422539290603,1.0,0.0,0.9311500301920753,False
v1_drawdown_fixed,2021,momentum_12_1,-0.010766033430184393,-0.00898116431572802,-0.04654206104335016,-0.33360909823862417,0.738674551831983,0.9998019162895722,0.0001984914648670107,0.9311500301920753,False
v1_drawdown_fixed,2021,momentum_3m,-0.0032425437651481172,0.006217635965050275,0.0384291070660043,0.35956062116338655,0.7191757363549325,1.0,0.0,0.9311500301920753,False
v1_drawdown_fixed,2021,momentum_6m,-0.006449184754330954,-0.0030919674335362964,-0.018022673591937148,-0.14644567241143894,0.883569574556645,1.0,0.0,0.9311500301920753,False
v1_drawdown_fixed,2021,realized_vol_252d,-0.017507096739547843,-0.01687480138309612,-0.09627800698513307,-0.5518617249388361,0.5810430935932669,1.0,0.0,0.9311500301920753,False
v1_drawdown_fixed,2021,realized_vol_60d,-0.008902358426621883,-0.003727629982645051,-0.021988498452047155,-0.12826201055464814,0.8979416279205843,1.0,0.0,0.9311500301920753,False
v1_drawdown_fixed,2021,roe,-0.0011111408645113749,0.020169199855126878,0.2607398030388723,1.2861627403024807,0.1983862715971666,0.9704710808553748,0.029442900621939924,0.7403049667466495,False
v1_drawdown_fixed,2021,sales_yield,-0.009799040139667573,-0.02003247420980407,-0.20114925493494393,-1.2060813020370973,0.22778614361435368,0.8830230725210567,0.11479423051475453,0.7403049667466495,False
v1_drawdown_fixed,2022,accruals,-0.0015837740609999447,-0.0046768087627753014,-0.05152650171839204,-0.32252042847251355,0.7470584642082971,0.9652175776096187,0.03458675564681725,0.9280233472206988,False
v1_drawdown_fixed,2022,beta_to_spy,-0.028071849252014083,-0.027310749456590098,-0.13711108514693177,-0.8271854923801334,0.4081319332087947,1.0,0.0,0.9280233472206988,False
v1_drawdown_fixed,2022,book_to_market,0.00719963005465832,-0.007252489144114695,-0.05252894881184815,-0.32537735404355106,0.7448954927048002,0.989458839165525,0.010523613963039014,0.9280233472206988,False
v1_drawdown_fixed,2022,earnings_yield,0.004646698124762191,0.012401644200612278,0.13860645952190878,0.7298692632439114,0.4654701018873909,0.9811117825336364,0.018801334702258726,0.9280233472206988,False
v1_drawdown_fixed,2022,free_cash_flow_yield,0.006302894703428639,-0.001210658020632796,-0.012229225575039623,-0.06686799181027635,0.9466867948207651,0.9841057950759823,0.015785420944558523,0.9466867948207651,False
v1_drawdown_fixed,2022,max_drawdown_252d,-0.01771296790544847,-0.016423511424263657,-0.07836273573488764,-0.47221838581760966,0.6367709176419298,1.0,0.0,0.9280233472206988,False
v1_drawdown_fixed,2022,momentum_12_1,-0.023750395595215888,-0.0173418080763303,-0.08847090044521848,-0.5900338246484631,0.5551679727959435,0.9997452093363136,0.0002566735112936345,0.9280233472206988,False
v1_drawdown_fixed,2022,momentum_3m,-0.005142312410245129,0.009046541921111678,0.0478713830256775,0.43039978452140465,0.666904852058464,1.0,0.0,0.9280233472206988,False
v1_drawdown_fixed,2022,momentum_6m,-0.017060998131791783,-0.00855348015337259,-0.042127615224880795,-0.36229742495021966,0.7171297822525323,1.0,0.0,0.9280233472206988,False
v1_drawdown_fixed,2022,realized_vol_252d,-0.01568634390182329,-0.01450042732949524,-0.07272885239750945,-0.43931418463393135,0.6604338975677783,1.0,0.0,0.9280233472206988,False
v1_drawdown_fixed,2022,realized_vol_60d,-0.011928571926902292,-0.007910710189113192,-0.0430673638687083,-0.27248317741193734,0.7852505245713606,1.0,0.0,0.9280233472206988,False
v1_drawdown_fixed,2022,roe,-0.0038780191169091194,0.009493029189932887,0.13735163203038517,0.721527049180984,0.470585304571708,0.9733490710225475,0.026565708418891172,0.9280233472206988,False
v1_drawdown_fixed,2022,sales_yield,0.008094531627869186,-0.0016414965156522215,-0.012967191942125188,-0.07407337354282302,0.9409520018769403,0.9489764863083917,0.05069301848049281,0.9466867948207651,False
v1_drawdown_fixed,2023,accruals,-0.00451652535956625,-0.004961657695853874,-0.0600978041701365,-0.35159136529984336,0.7251447417527632,0.9713964299548985,0.02853040329629167,0.9592987399968865,False
v1_drawdown_fixed,2023,beta_to_spy,-0.02678801319813309,-0.02000742370682144,-0.0942992361945011,-0.5911517075820065,0.5544187767870626,1.0,0.0,0.9592987399968865,False
v1_drawdown_fixed,2023,book_to_market,0.012912395073800733,0.003948156331314035,0.03209857120992769,0.19785633198884,0.8431574707095428,0.9908471745154722,0.009114745910850293,0.9592987399968865,False
v1_drawdown_fixed,2023,earnings_yield,0.014999958554740487,0.0242572990612237,0.3143629891180582,1.822099599536563,0.068439874492372,0.9839490374667632,0.016044449993757023,0.8897183684008361,False
v1_drawdown_fixed,2023,free_cash_flow_yield,0.017508408543626817,0.016020476388224555,0.16658877587704055,0.9334284156478538,0.3505988146080862,0.9874473924881353,0.012485953302534648,0.9592987399968865,False
v1_drawdown_fixed,2023,max_drawdown_252d,-0.024987492594049882,-0.021898101156311064,-0.10648270227498281,-0.682540443545425,0.4948972784236505,1.0,0.0,0.9592987399968865,False
v1_drawdown_fixed,2023,momentum_12_1,-0.016004836994318386,-0.010877028245616822,-0.060149215135594444,-0.4089499549208837,0.6825763877950686,0.9996841592752634,0.0003121488325633662,0.9592987399968865,False
v1_drawdown_fixed,2023,momentum_3m,-0.0014051750138857231,0.005478694104805304,0.030257920814890857,0.2708973575934672,0.7864699774021846,1.0,0.0,0.9592987399968865,False
v1_drawdown_fixed,2023,momentum_6m,-0.0034128145946447433,0.0021725979345539126,0.011330350690493459,0.11838567522140467,0.9057620754760517,1.0,0.0,0.9592987399968865,False
v1_drawdown_fixed,2023,realized_vol_252d,-0.018731011256947663,-0.006107334040465707,-0.0298372632865217,-0.193159045687055,0.846834411480879,1.0,0.0,0.9592987399968865,False
v1_drawdown_fixed,2023,realized_vol_60d,-0.013552794058105957,-0.001402572277980264,-0.007071678649270422,-0.051033608153261224,0.9592987399968865,1.0,0.0,0.9592987399968865,False
v1_drawdown_fixed,2023,roe,-0.0055650051213489435,0.00608188161793416,0.08793061219425531,0.5135865066009542,0.6075411154698164,0.9770448586333715,0.02291172431015108,0.9592987399968865,False
v1_drawdown_fixed,2023,sales_yield,0.025493163914787693,0.013596591959163738,0.11718907271468408,0.6868129975643386,0.4922005781174984,0.9594225146528861,0.04045448870021226,0.9592987399968865,False
v1_drawdown_fixed,2024,accruals,0.0019223348219270728,0.0004438823960969579,0.006876608349975063,0.06542715490471086,0.9478339039074205,0.9746769926317528,0.02529254022428084,0.9957303203186794,False
v1_drawdown_fixed,2024,beta_to_spy,0.002766732325646277,0.010797616253655882,0.04550080202457149,0.41730586099133193,0.6764547020743035,1.0,0.0,0.9771012363295495,False
v1_drawdown_fixed,2024,book_to_market,0.010640036031798698,0.004859307320644081,0.04023143245527838,0.30055293395319915,0.7637554260778308,0.993252403123771,0.006704046806435885,0.99288205390118,False
v1_drawdown_fixed,2024,earnings_yield,0.02635645275376126,0.036138617435627005,0.5344223161582458,3.447500324805283,0.0005657997267941138,0.9846837042498721,0.01529741589468552,0.007355396448323479,True
v1_drawdown_fixed,2024,free_cash_flow_yield,0.02505167243828304,0.03436935232701493,0.3654951406173976,2.105643179563167,0.035235358917138186,0.9899932883818807,0.009995124329595319,0.2290298329613982,False
v1_drawdown_fixed,2024,max_drawdown_252d,0.005035219131187895,0.013047070575357854,0.06390223150689489,0.6644568976205333,0.5063979270099519,1.0,0.0,0.9404532930184821,False
v1_drawdown_fixed,2024,momentum_12_1,-0.006978515964379138,0.001986323664927175,0.01123086825897342,0.08640083565383028,0.9311477826605775,0.9996943482905761,0.0003047294002925402,0.9957303203186794,False
v1_drawdown_fixed,2024,momentum_3m,-0.024912174397231104,-0.020676827634683956,-0.11685313301398086,-1.0497922621421834,0.2938136336153705,1.0,0.0,0.636596206166636,False
v1_drawdown_fixed,2024,momentum_6m,0.0010756344900961978,9.485357502007445e-05,0.0005059132063883191,0.005351275446284992,0.9957303203186794,1.0,0.0,0.9957303203186794,False
v1_drawdown_fixed,2024,realized_vol_252d,0.020608592108643187,0.032882292434008545,0.1507071685122905,1.5869909916987204,0.11251468488617115,1.0,0.0,0.3656727258800562,False
v1_drawdown_fixed,2024,realized_vol_60d,0.01956185213550779,0.030329681847986463,0.14630364702115414,1.7439364271821465,0.08117017582689068,1.0,0.0,0.3517374285831929,False
v1_drawdown_fixed,2024,roe,-0.00046373157138755803,0.00623703792075884,0.09271110511898614,0.5510387762700878,0.5816070933195041,0.9801309134958279,0.019807411019015113,0.9451115266441942,False
v1_drawdown_fixed,2024,sales_yield,0.027284527526274402,0.028416245281022712,0.24288365211593207,1.4040387556328717,0.16030730921708514,0.9645402033305027,0.035409556313993173,0.4167990039644214,False
v1_drawdown_fixed,2025,accruals,0.003467299334805226,6.372132574564438e-05,0.0012027651100094772,0.008508020681012361,0.9932116635529518,0.9783734778142433,0.021586616297895305,0.9932116635529518,False
v1_drawdown_fixed,2025,beta_to_spy,-0.002783959396696357,0.008786466465078158,0.03898308071804507,0.3443548062789695,0.7305794721554162,1.0,0.0,0.9483233734211347,False
v1_drawdown_fixed,2025,book_to_market,-0.0018230562860302643,-0.008196005666205828,-0.0832844727797897,-0.5820474500879388,0.5605347200412332,0.9957188554204355,0.004257360436529352,0.8096612622817813,False
v1_drawdown_fixed,2025,earnings_yield,0.024555121415715683,0.018617086162327046,0.34466493687871047,2.272443062304447,0.023059763292652677,0.9870818367663426,0.012892006955687475,0.2997769228044848,False
v1_drawdown_fixed,2025,free_cash_flow_yield,0.019109880089576963,0.01877595754944768,0.24640814712541798,1.486510588031051,0.13714411835973672,0.9912916410479011,0.00869460934220783,0.43984459452095886,False
v1_drawdown_fixed,2025,max_drawdown_252d,0.010910694630820438,0.024607872169868754,0.13410274361489688,1.4380890412728715,0.15040879160464382,1.0,0.0,0.43984459452095886,False
v1_drawdown_fixed,2025,momentum_12_1,0.03062373059525177,0.031204107492664595,0.19099169232084276,1.7295569495474148,0.08370946328718107,0.9997007649636598,0.0002998141152485459,0.43984459452095886,False
v1_drawdown_fixed,2025,momentum_3m,-0.004427873877803626,-0.002827317881512557,-0.020027172455549285,-0.15683432313831538,0.875375421619509,1.0,0.0,0.9483233734211347,False
v1_drawdown_fixed,2025,momentum_6m,0.02238213748866931,0.01918424425032917,0.13287601858972983,1.1255638862754624,0.2603501613961412,1.0,0.0,0.43984459452095886,False
v1_drawdown_fixed,2025,realized_vol_252d,0.003047650084515776,0.02337392984311217,0.12047145384754816,1.1015126622696896,0.2706735966282824,1.0,0.0,0.43984459452095886,False
v1_drawdown_fixed,2025,realized_vol_60d,0.006772160274589036,0.023878409390812358,0.12627103520383137,1.3218456314259195,0.1862195598400701,1.0,0.0,0.43984459452095886,False
v1_drawdown_fixed,2025,roe,0.004262749258151136,-0.0019022017241524273,-0.03199071696405368,-0.18917642855837627,0.8499545413696649,0.9849597153253544,0.014990705762427295,0.9483233734211347,False
v1_drawdown_fixed,2025,sales_yield,0.01574053955474265,0.020307829638944633,0.2235934744412089,1.257807543663442,0.20846136685874428,0.9668209703319284,0.03315944114648918,0.43984459452095886,False
