candidate_id,fold,development_start,development_end,test_start,test_end,status,net_total_return,spy_total_return,active_total_return,sharpe_ratio,max_drawdown,average_turnover,cost_drag
v1_drawdown_fixed,2019,2016-01-01,2018-12-31,2019-01-01,2019-12-31,valid,0.3380601798796701,0.3122390374631525,0.025821142416517562,2.297933682004356,-0.062264099232992365,0.02778150678816736,0.0003692674916144778
v1_drawdown_fixed,2020,2017-01-01,2019-12-31,2020-01-01,2020-12-31,valid,0.18311881819820952,0.18331622104156264,-0.00019740284335312275,0.6395315153541474,-0.36910106938833886,0.06182372847132047,0.0008794066632769049
v1_drawdown_fixed,2021,2018-01-01,2020-12-31,2021-01-01,2021-12-31,valid,0.3926507921133655,0.2872877099752804,0.1053630821380851,2.2475005509070156,-0.05150362577536227,0.028929960905654296,0.0003603037900781203
v1_drawdown_fixed,2022,2019-01-01,2021-12-31,2022-01-01,2022-12-31,valid,-0.14582784203089583,-0.18175380364360771,0.03592596161271189,-0.5209762344656658,-0.23869931941209943,0.04138298482435379,0.0003876869674559469
v1_drawdown_fixed,2023,2020-01-01,2022-12-31,2023-01-01,2023-12-31,valid,0.4292340218798596,0.26175803310593393,0.16747598877392567,2.6777965059094884,-0.08491150807274339,0.0303012584430904,0.00037322785095494915
v1_drawdown_fixed,2024,2021-01-01,2023-12-31,2024-01-01,2024-12-31,valid,0.3304570706266745,0.24886472798432036,0.08159234264235415,2.160177057635513,-0.09732856156349434,0.03525541340378704,0.00039938474550882397
v1_drawdown_fixed,2025,2022-01-01,2024-12-31,2025-01-01,2025-12-31,valid,0.23874776902026773,0.17719048869766496,0.06155728032260277,1.3725566066903303,-0.18703584778405924,0.03982794012785478,0.0004462157448217319
