cost_bps,ending_value,total_return,transaction_cost_paid
5.0,2598709.703989675,1.598709703989675,2549.9756073023523
10.0,2594082.7605726616,1.5940827605726615,5095.023665794088
25.0,2580246.6898032613,1.5802466898032614,12700.682340293588
50.0,2557335.099357914,1.557335099357914,25278.97211559295
