category,metric,value
performance,total_return,0.32845281173232244
performance,gross_total_return,0.3299872176774077
performance,net_total_return,0.32845281173232244
performance,benchmark_total_return,0.23309002343423724
performance,cagr,0.32845281173232244
performance,annualized_volatility,0.12196688349164875
performance,downside_volatility,0.07709744519200241
performance,sharpe_ratio,2.390895202677915
performance,sortino_ratio,3.7823566773132042
performance,calmar_ratio,6.059097907873477
performance,omega_ratio,1.5075259589352428
performance,max_drawdown,-0.0542082033870942
performance,var_95_daily,-0.010725524515197687
performance,cvar_95_daily,-0.016350900687487166
benchmark,alpha_annualized,0.1069315029316095
benchmark,beta,0.8487245652322527
benchmark,correlation,0.8785065771135133
benchmark,r_squared,0.7717738060317013
benchmark,tracking_error,0.06131728567886922
benchmark,information_ratio,1.2070767368005892
benchmark,up_capture,0.9402768171544252
benchmark,down_capture,0.8043524517205791
portfolio,average_turnover,0.12689144814662692
portfolio,average_number_of_holdings,32.63636363636363
portfolio,cost_drag,0.0015344059450852487
portfolio,max_adv_participation,0.0006028032016750284
