factor_name,ic,rank_ic,ic_ir,t_stat,coverage,missing_rate,quantile_monotonicity,top_quantile_turnover
accruals,0.0008507910291807782,-0.006583381263766577,-0.03653649148983722,-0.42608504856733104,0.9927007299270073,0.0,0.0,0.24485294117647058
beta_to_spy,-0.06391840800572543,-0.06393724083096913,-0.2838938976453401,-3.3107433208202277,0.9927007299270073,0.0,-0.8999999999999998,0.07083333333333333
book_to_market,-0.0017134985473931923,-0.006323665665994258,-0.031909043624558306,-0.3721201967706392,0.9927007299270073,0.0,-0.6,0.12230392156862745
debt_to_equity,-0.025801242490094908,-0.02627392121483905,-0.14876663590376787,-1.7349021950256724,0.9927007299270073,0.0,-0.9999999999999999,0.24558823529411763
earnings_yield,0.029403756781513486,0.02712840988456419,0.14133493697017635,1.6482344370681816,0.9927007299270073,0.0,0.0,0.06911764705882352
free_cash_flow_yield,0.030460950036450656,0.02980680227797677,0.15113797215103447,1.7625564901943014,0.9927007299270073,0.0,0.0,0.0980392156862745
gross_margin,-0.03354585323161536,-0.03583633889579957,-0.18729719802342298,-2.1842419034277873,0.9927007299270073,0.0,-0.6,0.257843137254902
max_drawdown_252d,0.04914517326731506,0.029215259034307387,0.13194464039238088,1.5387257018212703,0.9927007299270073,0.0,0.49999999999999994,0.1534313725490196
momentum_12_1,0.029291198380028943,0.023638305381230903,0.11335803675523892,1.3219705184278072,0.9927007299270073,0.0,0.6,0.17524509803921565
momentum_3m,0.03859137778467923,0.022457622860319205,0.10947577866696226,1.276695998115577,0.9927007299270073,0.0,0.39999999999999997,0.420343137254902
momentum_6m,0.04320133822185984,0.02683535121060249,0.12360667512702624,1.441489153094922,0.9927007299270073,0.0,0.39999999999999997,0.28308823529411764
operating_margin,0.028989943346517597,0.037946428837799626,0.2253748898965624,2.6283002825858235,0.9927007299270073,0.0,0.6,0.042647058823529406
realized_vol_252d,-0.07242643791757841,-0.03815391636491111,-0.1731542356991925,-2.0193080375013928,0.9927007299270073,0.0,-0.3,0.09019607843137255
realized_vol_60d,-0.05202867953254198,-0.03401447350368478,-0.1678281828416797,-1.9571961214982718,0.9927007299270073,0.0,-0.39999999999999997,0.2615196078431372
roe,0.0382718675193861,0.04124019474395252,0.23532693661557794,2.7443600939334885,0.9927007299270073,0.0,0.7999999999999999,0.18553921568627452
sales_yield,0.020001637981325288,0.019438453019350713,0.09859333060448457,1.1497859358146567,0.9927007299270073,0.0,0.3,0.06397058823529411
