date,symbol,weight,sector,position_value
2015-02-02,AAPL,0.15000000003901173,Information Technology,149864.55545174354
2015-02-02,LLY,0.1499999999900124,Healthcare,149864.55540278845
2015-02-02,HD,0.1499999999777585,Consumer Discretionary,149864.55539054563
2015-02-02,META,0.14999999996079735,Communication Services,149864.55537359978
2015-02-02,MSFT,0.1499999998950292,Information Technology,149864.55530789102
2015-02-02,AMGN,0.14999999993821944,Healthcare,149864.55535104225
2015-02-02,DIS,0.039999999585272,Communication Services,39963.88102905102
2015-02-02,SBUX,0.020000000030591346,Consumer Discretionary,19981.940752265993
2015-02-02,HON,0.02000000029745553,Industrials,19981.941018889207
2015-02-02,CVX,0.020000000285852366,Energy,19981.941007296522
2015-02-03,AAPL,0.14910213984702456,Information Technology,149889.78544802713
2015-02-03,LLY,0.14741355523166322,Healthcare,148192.28073101214
2015-02-03,HD,0.1530883548426562,Consumer Discretionary,153897.05798655644
2015-02-03,META,0.1498921195539301,Communication Services,150683.93829451108
2015-02-03,MSFT,0.15023259823835486,Information Technology,151026.21558852188
2015-02-03,AMGN,0.14881307613302464,Healthcare,149599.19472869398
2015-02-03,DIS,0.04069226079451304,Communication Services,40907.22135941527
2015-02-03,SBUX,0.020062860595378568,Consumer Discretionary,20168.84447936367
2015-02-03,HON,0.02017577083040014,Industrials,20282.351172960647
2015-02-03,CVX,0.020527263933054617,Energy,20635.701069866183
2015-02-04,AAPL,0.1495265297888513,Information Technology,151039.39997441476
2015-02-04,LLY,0.14532130183967293,Healthcare,146791.6246324975
2015-02-04,HD,0.15401782942381564,Consumer Discretionary,155576.14140035602
2015-02-04,META,0.1496296426927748,Communication Services,151143.55614763845
2015-02-04,MSFT,0.15037605652245892,Information Technology,151897.52199655698
2015-02-04,AMGN,0.14734190607669637,Healthcare,148832.67281288892
2015-02-04,DIS,0.043587510431069704,Communication Services,44028.51742218506
2015-02-04,SBUX,0.020014205825585413,Consumer Discretionary,20216.704307453587
2015-02-04,HON,0.019976099309095344,Industrials,20178.212239230626
2015-02-04,CVX,0.02020891808997956,Energy,20413.38661943716
2015-02-05,AAPL,0.1491534207974438,Information Technology,152117.41880569464
2015-02-05,LLY,0.1463706515512983,Healthcare,149279.3499729966
2015-02-05,HD,0.15336080193356438,Consumer Discretionary,156408.40961862143
2015-02-05,META,0.14815935887196965,Communication Services,151103.60274014494
2015-02-05,MSFT,0.15110924235707293,Information Technology,154112.106729744
2015-02-05,AMGN,0.14777308874685707,Healthcare,150709.65660012528
2015-02-05,DIS,0.04375032380451545,Communication Services,44619.73646648194
2015-02-05,SBUX,0.020032854829333185,Consumer Discretionary,20430.95057193341
2015-02-05,HON,0.020097279044551088,Industrials,20496.65503432612
2015-02-05,CVX,0.02019297806339404,Energy,20594.255797693106
2015-02-06,AAPL,0.14910075272557832,Information Technology,150836.49287439385
2015-02-06,LLY,0.1453917480743644,Healthcare,147084.31025011424
2015-02-06,HD,0.15467953955091954,Consumer Discretionary,156480.22453802338
2015-02-06,META,0.14711276998015776,Communication Services,148825.36724469336
2015-02-06,MSFT,0.1521951179711112,Information Technology,153966.88083539656
2015-02-06,AMGN,0.14707143293489394,Healthcare,148783.54897872618
2015-02-06,DIS,0.04383985326773706,Communication Services,44350.210137464244
2015-02-06,SBUX,0.0200516544649278,Consumer Discretionary,20285.083613129413
2015-02-06,HON,0.020143990957881917,Industrials,20378.49503129411
2015-02-06,CVX,0.020413140072427928,Energy,20650.77741589809
2015-02-09,AAPL,0.15057076460153312,Information Technology,151838.38615365882
2015-02-09,LLY,0.14430164005700097,Healthcare,145516.48325333736
2015-02-09,HD,0.15417769068026635,Consumer Discretionary,155475.678135404
2015-02-09,META,0.14752345483323312,Communication Services,148765.4217667579
2015-02-09,MSFT,0.15250145248715025,Information Technology,153785.32806827495
2015-02-09,AMGN,0.14618686186369162,Healthcare,147417.57632028905
2015-02-09,DIS,0.04385493467422391,Communication Services,44224.13954946797
2015-02-09,SBUX,0.020075048256184152,Consumer Discretionary,20244.05559234829
2015-02-09,HON,0.02017657921836762,Industrials,20346.44132096807
2015-02-09,CVX,0.02063157332834876,Energy,20805.265924481133
2015-02-10,AAPL,0.15128151831858297,Information Technology,154755.43977662758
2015-02-10,LLY,0.1440686662150949,Healthcare,147376.9568546859
2015-02-10,HD,0.15525420799829465,Consumer Discretionary,158819.35548366825
2015-02-10,META,0.1468911392085148,Communication Services,150264.24311548687
2015-02-10,MSFT,0.1511849947934169,Information Technology,154656.69975370946
2015-02-10,AMGN,0.1473435652269898,Healthcare,150727.05832407065
2015-02-10,DIS,0.04331215581591433,Communication Services,44306.74543370371
