signal_date,execution_date,execution_price_model,optimizer_status,warning,turnover,holding_count,commission,slippage,market_impact,total_cost,cost_fraction,max_adv_participation,hhi,effective_holdings
2024-01-31,2024-02-01,close,optimal_target_cardinality,,0.9999999999999999,30,99.99999999999997,499.99999999999994,275.4170846001945,875.4170846001944,0.0008754170846001943,0.0005931662867985695,0.049900779706925774,20.039767031159418
2024-02-29,2024-03-01,close,optimal_target_cardinality,,0.0622426579793812,30,6.579640460642067,32.89820230321032,7.422724959761613,46.900567723614,4.436740902974573e-05,8.629961735821904e-05,0.04825690105340635,20.72242473451188
2024-03-28,2024-04-01,close,optimal_target_cardinality,,0.026184026405094415,30,2.837782577346649,14.188912886733249,2.452112866762876,19.478808330842774,1.7972963670509463e-05,1.8630524912531098e-05,0.047363875264456366,21.113137267938836
2024-04-30,2024-05-01,close,optimal,,0.03718139635528772,30,3.875087953432444,19.375439767162224,4.182689323267283,27.43321704386195,2.6322120387099174e-05,4.0968489022897966e-05,0.046609442964513914,21.45487987834031
2024-05-31,2024-06-03,close,optimal_target_cardinality,,0.043326892720024456,30,4.729977640681248,23.649888203406242,3.909427518706607,32.2892933627941,2.957719583075415e-05,6.911373484558919e-05,0.04513090885009248,22.157763392747427
2024-06-28,2024-07-01,close,optimal_target_cardinality,,0.050863362267861256,30,5.777841298117947,28.889206490589725,8.744558565043366,43.41160635375104,3.821600744416211e-05,5.3874295253775475e-05,0.04454167228695302,22.450885848148012
2024-07-31,2024-08-01,close,optimal,,0.050131151339842056,30,5.8397613546805465,29.198806773402737,6.346721801253755,41.38528992933704,3.552700370243689e-05,7.00614120886672e-05,0.04407738729241283,22.687370133032655
2024-08-30,2024-09-03,close,optimal_target_cardinality,,0.022846955706038008,30,2.7315700976102057,13.65785048805103,1.2777132286986266,17.66713381435986,1.47768576051723e-05,1.6976950931590834e-05,0.044143909950541016,22.65318140419377
2024-09-30,2024-10-01,close,optimal_target_cardinality,,0.02888917077623032,30,3.586447878024284,17.93223939012142,2.831320517506972,24.350007785652675,1.96141574406423e-05,3.900146931310255e-05,0.0435062144639394,22.985222049803042
2024-10-31,2024-11-01,close,optimal_target_cardinality,,0.03997285090050876,30,5.091147023835587,25.45573511917793,5.12612943690009,35.673011579913606,2.8008461872737674e-05,5.561688281481964e-05,0.04339972027532024,23.041623163840107
2024-11-29,2024-12-02,close,optimal_target_cardinality,,0.03613246820283047,30,4.9662621048073,24.831310524036496,4.366962167736086,34.16453479657988,2.485670190477827e-05,3.388213577677239e-05,0.04250293776294923,23.527785433968816
2024-12-31,2025-01-02,close,optimal,,0.04907838685526597,30,6.499871250419595,32.49935625209796,7.147094411873612,46.146321914391166,3.484356768937426e-05,0.00013812131274882199,0.04178184574834912,23.933839735634752
2025-01-31,2025-02-03,close,optimal_target_cardinality,,0.048182232282548004,30,6.345335434913944,31.726677174569716,7.312082443740215,45.384095053223874,3.446164560120416e-05,0.00014327264945101302,0.041191708974599756,24.276730072467615
2025-02-28,2025-03-03,close,optimal_target_cardinality,,0.11373232473360995,30,14.529445941701942,72.64722970850971,55.87821651345128,143.05489216366294,0.00011197925588884116,0.0003197853003655475,0.04139154799701525,24.15952165094454
2025-03-31,2025-04-01,close,optimal_target_cardinality,,0.022916335389123268,30,2.8681192691249446,14.340596345624723,2.9482975314967703,20.157013146246438,1.610549737854111e-05,3.276680939693783e-05,0.0410645198216343,24.351922397815624
2025-04-30,2025-05-01,close,optimal_target_cardinality,,0.037594150693146776,30,4.813455642343222,24.06727821171612,6.532902900144555,35.41363675420389,2.7658831734487417e-05,4.7360572384491516e-05,0.04063917453386443,24.60679901769916
2025-05-30,2025-06-02,close,optimal_target_cardinality,,0.10798386798438611,30,14.469873884305251,72.34936942152625,51.32574768459006,138.14499099042155,0.00010309302340218794,0.0003607093932691267,0.040045335912576974,24.971697133046938
2025-06-30,2025-07-01,close,optimal_target_cardinality,,0.04464415427004967,30,6.23546553701214,31.177327685060707,7.0231433099308465,44.435936532003694,3.181486280204015e-05,5.4168004414606945e-05,0.0396849155690747,25.198491307343765
2025-07-31,2025-08-01,close,optimal_target_cardinality,,0.07488722968749771,30,10.405665498969533,52.02832749484766,28.309052894994707,90.7430458888119,6.530572523873227e-05,0.0001814356557687506,0.03985467984150554,25.091156270149682
2025-08-29,2025-09-02,close,optimal_target_cardinality,,0.08843682702960197,30,12.71796782226384,63.5898391113192,41.78502602485007,118.0928329584331,8.211811499867126e-05,0.0003756579879387043,0.040334269397036555,24.79281303341203
2025-09-30,2025-10-01,close,optimal_target_cardinality,,0.042444408126948774,30,6.252250587566035,31.26125293783018,8.485749722617117,45.99925324801333,3.122733247890524e-05,6.673544171084714e-05,0.040058644272465894,24.963400987769948
2025-10-31,2025-11-03,close,optimal_target_cardinality,,0.05864903949139744,30,8.582436204452453,42.91218102226226,11.124737568271843,62.61935479498655,4.2791637768209864e-05,7.35408511680248e-05,0.040112614574512706,24.92981349152427
2025-11-28,2025-12-01,close,optimal_target_cardinality,,0.031608454741200685,30,4.64804671045878,23.24023355229389,7.0524274105356,34.94070767328827,2.376098705358419e-05,6.279166531696224e-05,0.040149871378104975,24.90668003846539
