factor_name,horizon_days,rank_ic
accruals,1,0.022190835894028583
beta_to_spy,1,0.012319678033562516
book_to_market,1,-0.010970886954384973
debt_to_equity,1,0.008657849842489601
earnings_yield,1,0.03248342040546754
free_cash_flow_yield,1,0.03316473957523293
gross_margin,1,-0.02355327365413571
max_drawdown_252d,1,0.003415541337487141
momentum_12_1,1,0.009664995274683496
momentum_3m,1,0.034434243457787096
momentum_6m,1,0.026573826062852524
operating_margin,1,-0.007472920827575161
realized_vol_252d,1,-0.013757576578172427
realized_vol_60d,1,-0.01911646844474232
roe,1,0.01798098872314671
sales_yield,1,0.03754792933455739
accruals,5,0.011886031876743714
beta_to_spy,5,-0.016095884248337813
book_to_market,5,-0.009522719692872926
debt_to_equity,5,0.0007563712768790603
earnings_yield,5,0.01906086775274045
free_cash_flow_yield,5,0.015779540924788393
gross_margin,5,-0.010677308195490426
max_drawdown_252d,5,0.006829907020532819
momentum_12_1,5,0.004002817557082056
momentum_3m,5,0.018036476593101747
momentum_6m,5,0.008698082817428713
operating_margin,5,-0.010641005294608255
realized_vol_252d,5,-0.010141131560059267
realized_vol_60d,5,-0.018207786780011195
roe,5,-0.002014066663124204
sales_yield,5,0.014606334210626574
accruals,21,0.003134732423316517
beta_to_spy,21,-0.02812979955531868
book_to_market,21,0.02197481767886451
debt_to_equity,21,-0.013280005574108916
earnings_yield,21,0.04360569240362122
free_cash_flow_yield,21,0.02810766981666816
gross_margin,21,-0.020173999655739582
max_drawdown_252d,21,0.002130709442209061
momentum_12_1,21,0.021356850426678883
momentum_3m,21,0.004977935624411833
momentum_6m,21,0.017162567881228878
operating_margin,21,-0.007424154770854565
realized_vol_252d,21,-0.015557876317493283
realized_vol_60d,21,-0.014962181382838845
roe,21,-9.556465646116952e-06
sales_yield,21,0.036897010462410354
accruals,63,0.000589232435366718
beta_to_spy,63,-0.04337088363795689
book_to_market,63,0.037572238839015816
debt_to_equity,63,-0.013254998321072376
earnings_yield,63,0.05901023038329812
free_cash_flow_yield,63,0.04654489118277548
gross_margin,63,-0.03236796219442378
max_drawdown_252d,63,-0.0014384416043207663
momentum_12_1,63,0.035220602334565275
momentum_3m,63,-0.008168314922360668
momentum_6m,63,0.028672640800809633
operating_margin,63,-0.005129306595936495
realized_vol_252d,63,-0.02213309167398654
realized_vol_60d,63,-0.02353999757337069
roe,63,-0.009235905350552649
sales_yield,63,0.06049019185786869
