cost_bps,ending_value,total_return,transaction_cost_paid
5.0,2132830.982391546,1.1328309823915461,1561.3509500575424
10.0,2130236.044785726,1.1302360447857258,3120.8102690464684
25.0,2122466.7643698556,1.1224667643698556,7787.856793840235
50.0,2109569.600170561,1.1095696001705613,15528.606116618292
