cost_bps,ending_value,total_return,transaction_cost_paid
5.0,4107992.053056197,3.107992053056197,73552.43204270498
10.0,3968793.5767185423,2.968793576718542,144098.09681912427
25.0,3578633.39073934,2.57863339073934,338779.17882032867
50.0,3011073.4077388113,2.0110734077388113,612686.2240628751
