cost_bps,ending_value,total_return,transaction_cost_paid
5.0,7268367.421542096,6.268367421542096,7933.307984654331
10.0,7246473.034125792,6.246473034125792,15834.81838262832
25.0,7181170.471765682,6.181170471765682,39349.6171985923
50.0,7073590.862391536,6.073590862391536,77914.77830808822
