cost_bps,ending_value,total_return,transaction_cost_paid
5.0,6999644.899998366,5.999644899998366,5529.564981210642
10.0,6984804.427652945,5.984804427652945,11043.51895527143
25.0,6940459.887642169,5.940459887642169,27492.06584888234
50.0,6867138.558793857,5.867138558793857,54597.35597761349
