cost_bps,ending_value,total_return,transaction_cost_paid
5.0,6999644.899082229,5.999644899082228,5529.564979921299
10.0,6984804.426740001,5.984804426740001,11043.518952698118
25.0,6940459.886738756,5.940459886738756,27492.065842489203
50.0,6867138.557906152,5.867138557906152,54597.35596495999
