factor_name,quantile,forward_return
accruals,1,0.01261540531227202
accruals,2,0.011858385433284397
accruals,3,0.011462647858063559
accruals,4,0.010772786904672019
accruals,5,0.013159106041997255
beta_to_spy,1,0.016996351216894374
beta_to_spy,2,0.013094698791210975
beta_to_spy,3,0.010980137865785198
beta_to_spy,4,0.00866439589145112
beta_to_spy,5,0.010253978142236796
book_to_market,1,0.012308896672613683
book_to_market,2,0.010960541320487188
book_to_market,3,0.011495280774911033
book_to_market,4,0.011431988183980606
book_to_market,5,0.013862052255694294
debt_to_equity,1,0.013007898570108815
debt_to_equity,2,0.010986568002743951
debt_to_equity,3,0.01251908360673936
debt_to_equity,4,0.013470232257332229
debt_to_equity,5,0.011200826419657566
earnings_yield,1,0.011142685094636487
earnings_yield,2,0.009564365740745073
earnings_yield,3,0.012386285983921774
earnings_yield,4,0.01253666734784364
earnings_yield,5,0.014280084780163361
free_cash_flow_yield,1,0.011853078034913499
free_cash_flow_yield,2,0.010835689163659923
free_cash_flow_yield,3,0.01157206897324318
free_cash_flow_yield,4,0.011225716657812305
free_cash_flow_yield,5,0.014483994202879064
gross_margin,1,0.014740828987900757
gross_margin,2,0.013283749858213909
gross_margin,3,0.012492973711063329
gross_margin,4,0.011977243939742477
gross_margin,5,0.012024457896060712
max_drawdown_252d,1,0.011008467093764095
max_drawdown_252d,2,0.010451821402158435
max_drawdown_252d,3,0.01071203897331207
max_drawdown_252d,4,0.012725192900727763
max_drawdown_252d,5,0.015092421881509744
momentum_12_1,1,0.013552482170548929
momentum_12_1,2,0.012448448820460102
momentum_12_1,3,0.010969621512034603
momentum_12_1,4,0.010445599149316647
momentum_12_1,5,0.012556041803829902
momentum_3m,1,0.012305836457871592
momentum_3m,2,0.011564713818388602
momentum_3m,3,0.011065604274386
momentum_3m,4,0.011865278249326984
momentum_3m,5,0.013200592912200111
momentum_6m,1,0.012945603403048485
momentum_6m,2,0.011450416395019373
momentum_6m,3,0.010103690845687439
momentum_6m,4,0.01180277713745635
momentum_6m,5,0.013690424603411112
operating_margin,1,0.013864917288231157
operating_margin,2,0.01108021561801513
operating_margin,3,0.010199507677922869
operating_margin,4,0.011571863557265099
operating_margin,5,0.01280792036130918
realized_vol_252d,1,0.01646599557760132
realized_vol_252d,2,0.012243577216748212
realized_vol_252d,3,0.010680755469634777
realized_vol_252d,4,0.009639854240709327
realized_vol_252d,5,0.010965021358455984
realized_vol_60d,1,0.01652248948323259
realized_vol_60d,2,0.011777435184946576
realized_vol_60d,3,0.0104469037946995
realized_vol_60d,4,0.009410818334126348
realized_vol_60d,5,0.011830346939987508
roe,1,0.013005240387144467
roe,2,0.011823151589952667
roe,3,0.011452521617554728
roe,4,0.01113682911979764
roe,5,0.012559115010233527
sales_yield,1,0.008299331662380867
sales_yield,2,0.011693207680297881
sales_yield,3,0.013010362203813729
sales_yield,4,0.011883282208855378
sales_yield,5,0.014745467920357509
