factor,accruals,beta_to_spy,book_to_market,earnings_yield,free_cash_flow_yield,max_drawdown_252d,momentum_12_1,momentum_3m,momentum_6m,realized_vol_252d,realized_vol_60d,roe,sales_yield
accruals,1.0,0.029988300615677636,-0.15471224564160652,-0.143033716851056,0.48812510899297895,-0.01729127298543357,0.046568789994375206,0.023328323544919944,0.0334987789033711,-0.011060417143545512,-0.011683802651648123,-0.029754685415733204,-0.040156133094004696
beta_to_spy,0.029988300615677636,1.0,-0.11093782522538118,0.038171029499673395,0.03628171555884124,-0.4540659312151686,0.011772305859126215,-0.026592231359546584,-0.014806185136339536,0.6917521852448952,0.5739808627385835,0.026032133801517723,-0.022355182516139473
book_to_market,-0.15471224564160652,-0.11093782522538118,1.0,0.286475421810371,0.21028788499348705,0.16030523479902517,-0.16135194729720448,-0.07760224265034059,-0.11110152811931186,-0.12447058357792105,-0.10871782728652041,-0.17171992806472855,0.33541728060270776
earnings_yield,-0.143033716851056,0.038171029499673395,0.286475421810371,1.0,0.3729298023809989,-0.02842455317245189,0.009212420520016291,-0.028214525893030435,-0.019015196760619465,0.0558581041463563,0.05258455723882266,0.3828801456679488,0.31293263558038464
free_cash_flow_yield,0.48812510899297895,0.03628171555884124,0.21028788499348705,0.3729298023809989,1.0,0.0016542529190165403,-0.0011207168334642326,-0.007028084295883437,-0.004559556826322429,0.0065549996623464534,0.00935632693434251,0.11029424288473028,0.3008923876332223
max_drawdown_252d,-0.01729127298543357,-0.4540659312151686,0.16030523479902517,-0.02842455317245189,0.0016542529190165403,1.0,-0.5266205502076806,-0.16790858268600006,-0.33029095301785244,-0.6868121818031129,-0.6235641636939002,-0.058543346748676256,0.08992448735627824
momentum_12_1,0.046568789994375206,0.011772305859126215,-0.16135194729720448,0.009212420520016291,-0.0011207168334642326,-0.5266205502076806,1.0,0.29723456408832255,0.5481792983320397,0.13292033724284621,0.15548145468420932,0.07307538846538152,-0.06450008647244374
momentum_3m,0.023328323544919944,-0.026592231359546584,-0.07760224265034059,-0.028214525893030435,-0.007028084295883437,-0.16790858268600006,0.29723456408832255,1.0,0.6662804009578376,-0.0025475580328896347,0.08505185353974072,0.021804190795226462,-0.032045502770445294
momentum_6m,0.0334987789033711,-0.014806185136339536,-0.11110152811931186,-0.019015196760619465,-0.004559556826322429,-0.33029095301785244,0.5481792983320397,0.6662804009578376,1.0,0.034216414314160115,0.13073830008678866,0.04343562044526844,-0.044374759908991424
realized_vol_252d,-0.011060417143545512,0.6917521852448952,-0.12447058357792105,0.0558581041463563,0.0065549996623464534,-0.6868121818031129,0.13292033724284621,-0.0025475580328896347,0.034216414314160115,1.0,0.8218119543183801,0.048098645761280846,-0.0878036159724796
realized_vol_60d,-0.011683802651648123,0.5739808627385835,-0.10871782728652041,0.05258455723882266,0.00935632693434251,-0.6235641636939002,0.15548145468420932,0.08505185353974072,0.13073830008678866,0.8218119543183801,1.0,0.04153202523754578,-0.08894608469556606
roe,-0.029754685415733204,0.026032133801517723,-0.17171992806472855,0.3828801456679488,0.11029424288473028,-0.058543346748676256,0.07307538846538152,0.021804190795226462,0.04343562044526844,0.048098645761280846,0.04153202523754578,1.0,0.004323430774952792
sales_yield,-0.040156133094004696,-0.022355182516139473,0.33541728060270776,0.31293263558038464,0.3008923876332223,0.08992448735627824,-0.06450008647244374,-0.032045502770445294,-0.044374759908991424,-0.0878036159724796,-0.08894608469556606,0.004323430774952792,1.0
