month,portfolio_return,benchmark_return
2016-01,0.0,-0.05073532204695208
2016-02,0.013954431471368434,-0.004128360309003876
2016-03,0.059229221941857535,0.06599111444005867
2016-04,0.00298319784380241,0.0026993982833325436
2016-05,0.003058938221536467,0.015324602525288666
2016-06,0.004077562077250407,0.0009109212401239297
2016-07,0.03251274445431296,0.035609800753315435
2016-08,0.02505399340592973,-0.0012192428990192017
2016-09,-0.004079036508891742,-0.00123445113931675
2016-10,-0.02031416765434224,-0.019425678909034683
2016-11,0.02730584721444873,0.03417452182929526
2016-12,0.015059685297883485,0.01820076244186586
2017-01,0.025142951302317806,0.01788435819838252
2017-02,0.019314755918986126,0.037198160066815866
2017-03,0.016101285140521338,-0.0003891971352694146
2017-04,0.018798027907343418,0.009091208748855273
2017-05,0.02061148525075085,0.011576251246327995
2017-06,0.01989460466651849,0.004813775207812565
2017-07,0.02792630604990687,0.019348826001101882
2017-08,-0.0015297868431320971,0.000546433019853465
2017-09,0.03985171256294184,0.019302978562167672
2017-10,0.02580031892966206,0.02218813506615147
2017-11,0.02519048569361182,0.028082627806563787
2017-12,-0.0024704616677003743,0.009831630594270946
2018-01,0.053945768878562284,0.05617870412552772
2018-02,-0.021727903009191474,-0.03894737187936814
2018-03,0.005384192980385727,-0.02688449860055686
2018-04,0.015687296838724496,0.0027187749953683227
2018-05,0.02107391521055324,0.02160834185458338
2018-06,-0.009152256525693847,0.00484243626760783
2018-07,0.04337451804291792,0.03602155617289937
2018-08,0.032684123861513203,0.030263211276748248
2018-09,-0.009136079610454706,0.0042942874264615405
2018-10,-0.06708030663206443,-0.0694033560936963
2018-11,0.032444998248085444,0.01785935665478
2018-12,-0.08310976645058687,-0.09177689467997241
2019-01,0.08592832117543381,0.0786844016658268
2019-02,0.024972276870959265,0.029728889343926923
2019-03,0.00584659518273023,0.01792425624958849
2019-04,0.0339279845879592,0.03931349831373776
2019-05,-0.047698870148005335,-0.06577773136683507
2019-06,0.07211550903211417,0.06893016399824159
2019-07,0.036643756048586384,0.013128152166958396
2019-08,0.008627190121862416,-0.018091627240524266
2019-09,0.01614187518065835,0.017181177931020475
2019-10,0.027397952578613882,0.020431770513684278
2019-11,0.015112394146745478,0.034047037714499906
2019-12,0.016969572670025412,0.028589818905729647
2020-01,0.0038245910651546478,-0.0016280928190488542
2020-02,-0.08402915398156396,-0.08411048363840323
2020-03,-0.1501636889335275,-0.12511928240892844
2020-04,0.11559952903268145,0.12684403816527867
2020-05,0.08308140936920916,0.045281819665558665
2020-06,0.006427909333738269,0.018388396513924432
2020-07,0.07698304861414651,0.05510132148044411
2020-08,0.05798315395305864,0.07006466690171753
2020-09,-0.03736706191336703,-0.03922797017842261
2020-10,-0.0283005987370889,-0.027665786221379718
2020-11,0.12137902250112798,0.10754563544385931
2020-12,0.035235864184751886,0.03712145909357023
2021-01,-0.024339438035273386,-0.01113666075544506
2021-02,0.061196590450656174,0.026091451377448394
2021-03,0.03927186857619147,0.042438632533165155
2021-04,0.0769049448582344,0.052425321347558285
2021-05,0.008456806841126152,0.00548648867060697
2021-06,0.022591600000094525,0.02221400956583497
2021-07,0.012279857945366457,0.02274805482838871
2021-08,0.031170615815295566,0.028990416255438856
2021-09,-0.03519750128711274,-0.04756916880190076
2021-10,0.082551409192541,0.06914383640060695
2021-11,0.00021600838718538462,-0.008333706184746159
2021-12,0.06629219145353282,0.04361291346206464
2022-01,-0.06862257473119526,-0.0525851650273933
2022-02,-0.014227511235408219,-0.031360491945908286
2022-03,0.048948851775226565,0.035773288371546474
2022-04,-0.10774553629951977,-0.08795671180434295
2022-05,0.01347135529526966,5.317770464441374e-05
2022-06,-0.09020149566353353,-0.08391999993382704
2022-07,0.10013012727471726,0.09111639173021024
2022-08,-0.03163514747924656,-0.04244012827299792
2022-09,-0.08840577994877286,-0.09339567201327492
2022-10,0.11794707239653901,0.0798634138370089
2022-11,0.095563065605476,0.05375289335249267
2022-12,-0.04621508451421763,-0.05897147407473069
2023-01,0.04740456583970931,0.061752857834678654
2023-02,-0.01998324095084625,-0.026112493931818803
2023-03,0.05513358192394491,0.035051612577109204
2023-04,0.011638837682070191,0.014642341662481462
2023-05,0.021146209153895867,0.002482347368193194
2023-06,0.06480380235149186,0.06472746490423376
2023-07,0.037181722001121686,0.031138932355011084
2023-08,0.011838905927348709,-0.017716390070854127
2023-09,-0.038496699267835166,-0.04871936746562466
2023-10,-0.023993979225245265,-0.02197968873798295
2023-11,0.09390693800462069,0.08917926878196969
2023-12,0.0522636948602857,0.04422923115635968
2024-01,0.03723854404543858,0.01589570759899117
2024-02,0.050555663849691346,0.0517206406237225
2024-03,0.06370529960778959,0.031018779915342964
2024-04,-0.046625146297361475,-0.04161507173789902
2024-05,0.04499174612932566,0.0480211901511991
2024-06,0.04599225863687084,0.03466980128308306
2024-07,0.006956743397804832,0.011321316887868083
2024-08,0.029847268704891627,0.02283470693663059
2024-09,0.02049334016542881,0.02019688409060083
2024-10,-0.004807548607183687,-0.00989674330315149
2024-11,0.07127909937977339,0.057301295482098835
