factor,accruals,beta_to_spy,book_to_market,earnings_yield,free_cash_flow_yield,max_drawdown_252d,momentum_12_1,momentum_3m,momentum_6m,realized_vol_252d,realized_vol_60d,roe,sales_yield
accruals,1.0,0.03115091284737056,-0.15122133147905037,-0.14461058257703693,0.4877811695467046,-0.015044084265361635,0.043845071742434676,0.0186085522603083,0.028982651771662697,-0.011244527554416546,-0.011483130070182696,-0.03316280684651272,-0.03211896358049241
beta_to_spy,0.03115091284737056,1.0,-0.11146013541815893,0.039574927373627895,0.038662162138851014,-0.4555501880368602,0.01490459404876815,-0.02403515724920879,-0.015156771719126595,0.692143750404708,0.5753113710856251,0.027565452912478323,-0.021906226386237782
book_to_market,-0.15122133147905037,-0.11146013541815893,1.0,0.28018634572431916,0.20948978138648788,0.16092383213618974,-0.15834622520266436,-0.07329159883896982,-0.10680078132304693,-0.12618494348189938,-0.11413165274118957,-0.16998242290451207,0.33432730982180864
earnings_yield,-0.14461058257703693,0.039574927373627895,0.28018634572431916,1.0,0.3761661503137576,-0.0328714708188111,0.008352068778130637,-0.023384233535599465,-0.017252359625339556,0.059761972989960506,0.055064845498770616,0.3872347576895688,0.3169802193364109
free_cash_flow_yield,0.4877811695467046,0.038662162138851014,0.20948978138648788,0.3761661503137576,1.0,0.0009979913288406543,-0.0017141488763823681,-0.0069608805211193725,-0.0040527750206535325,0.008306823019042656,0.009747787262387033,0.11242786609722359,0.307735913290504
max_drawdown_252d,-0.015044084265361635,-0.4555501880368602,0.16092383213618974,-0.0328714708188111,0.0009979913288406543,1.0,-0.5265522954570075,-0.16811994564938426,-0.33014728944516836,-0.6885807943105998,-0.6289614823692851,-0.06022254132559556,0.08863380171596685
momentum_12_1,0.043845071742434676,0.01490459404876815,-0.15834622520266436,0.008352068778130637,-0.0017141488763823681,-0.5265522954570075,1.0,0.29302416395624786,0.546050843687443,0.13453745520519114,0.15769986326446203,0.06829047558081598,-0.06481596551317695
momentum_3m,0.0186085522603083,-0.02403515724920879,-0.07329159883896982,-0.023384233535599465,-0.0069608805211193725,-0.16811994564938426,0.29302416395624786,1.0,0.667145472386771,-0.0006864853948792503,0.08698576854562992,0.02318288993541334,-0.028984383835636954
momentum_6m,0.028982651771662697,-0.015156771719126595,-0.10680078132304693,-0.017252359625339556,-0.0040527750206535325,-0.33014728944516836,0.546050843687443,0.667145472386771,1.0,0.03429233183731934,0.13074677096189036,0.041775742003602026,-0.04089305886637362
realized_vol_252d,-0.011244527554416546,0.692143750404708,-0.12618494348189938,0.059761972989960506,0.008306823019042656,-0.6885807943105998,0.13453745520519114,-0.0006864853948792503,0.03429233183731934,1.0,0.8247384949531301,0.051756714955750245,-0.0873057804955825
realized_vol_60d,-0.011483130070182696,0.5753113710856251,-0.11413165274118957,0.055064845498770616,0.009747787262387033,-0.6289614823692851,0.15769986326446203,0.08698576854562992,0.13074677096189036,0.8247384949531301,1.0,0.045664683499564984,-0.08703569865840804
roe,-0.03316280684651272,0.027565452912478323,-0.16998242290451207,0.3872347576895688,0.11242786609722359,-0.06022254132559556,0.06829047558081598,0.02318288993541334,0.041775742003602026,0.051756714955750245,0.045664683499564984,1.0,0.006445181779097331
sales_yield,-0.03211896358049241,-0.021906226386237782,0.33432730982180864,0.3169802193364109,0.307735913290504,0.08863380171596685,-0.06481596551317695,-0.028984383835636954,-0.04089305886637362,-0.0873057804955825,-0.08703569865840804,0.006445181779097331,1.0
