factor_name,horizon_days,rank_ic
accruals,1,-0.0011325643166391153
beta_to_spy,1,0.00775174125419171
book_to_market,1,0.00218101219455853
earnings_yield,1,0.006085250424886207
free_cash_flow_yield,1,0.0025092563367496742
max_drawdown_252d,1,-0.017282836588873557
momentum_12_1,1,0.027748729038343148
momentum_3m,1,-0.0029786229763387284
momentum_6m,1,0.011847008546121878
realized_vol_252d,1,0.002652560170224927
realized_vol_60d,1,0.004110668369920916
roe,1,0.006457147657500273
sales_yield,1,0.004583402166136925
accruals,5,0.0025382162542293574
beta_to_spy,5,-0.004685405978365639
book_to_market,5,0.0015496731641629214
earnings_yield,5,-0.00858790154221307
free_cash_flow_yield,5,-0.004834732029771266
max_drawdown_252d,5,-0.0100934479310233
momentum_12_1,5,0.014310816327279074
momentum_3m,5,-0.016440138048721843
momentum_6m,5,0.005058214011274255
realized_vol_252d,5,-0.0012190140050371678
realized_vol_60d,5,-0.0065978018265145785
roe,5,0.000822442007024564
sales_yield,5,0.003525465668353109
accruals,21,-0.0008452224718107616
beta_to_spy,21,-0.018131600348413796
book_to_market,21,0.0027965808780137623
earnings_yield,21,0.01457444008159248
free_cash_flow_yield,21,0.012488717736861717
max_drawdown_252d,21,0.006898578336934231
momentum_12_1,21,-0.006360619403160518
momentum_3m,21,-0.0034489552721300495
momentum_6m,21,-0.003944614695918971
realized_vol_252d,21,-0.008329630566879898
realized_vol_60d,21,-0.008142572028807563
roe,21,0.00022360480902068535
sales_yield,21,0.01953578251062353
accruals,63,0.005122094491444371
beta_to_spy,63,-0.02910791640161327
book_to_market,63,0.0027234005313984473
earnings_yield,63,0.023478375709193595
free_cash_flow_yield,63,0.02295015856054417
max_drawdown_252d,63,0.005927524339463412
momentum_12_1,63,-0.002518717148666215
momentum_3m,63,-0.0019600317376450103
momentum_6m,63,0.0017073967552525364
realized_vol_252d,63,-0.007317217045774653
realized_vol_60d,63,-0.011661774041027584
roe,63,0.004890959701541651
sales_yield,63,0.02677335436628859
