cost_bps,ending_value,total_return,transaction_cost_paid
5.0,7818569.8104981985,6.818569810498198,7604.2419284847365
10.0,7797116.727115824,6.7971167271158235,15180.702821539986
25.0,7733095.332500245,6.733095332500246,37744.22981387231
50.0,7627510.640018044,6.627510640018044,74802.20501740779
