factor_name,ic,rank_ic,ic_ir,t_stat,coverage,missing_rate,quantile_monotonicity,top_quantile_turnover
accruals,0.0026779678183374797,-0.0008452224718107616,-0.011747590368479591,-0.13028707984396656,0.959419603295303,0.03135579110938454,0.0,0.23646112942147357
beta_to_spy,-0.02698795490339433,-0.018131600348413796,-0.08988876222091098,-0.9969145989269689,0.9919354838709677,0.0,-0.8999999999999998,0.08526063783624073
book_to_market,0.011112893386573385,0.0027965808780137623,0.024708571931511908,0.2740313190276758,0.9831801275111492,0.008380043287640823,0.39999999999999997,0.060721672394840324
earnings_yield,0.007567860102141352,0.01457444008159248,0.18421631174232211,2.043057730454321,0.9744371618305226,0.016982074476941007,0.49999999999999994,0.24259077475851978
free_cash_flow_yield,0.013907182616899388,0.012488717736861717,0.16892383669322186,1.87345597764892,0.97670436887618,0.014558706550492998,0.7,0.17682542941004212
max_drawdown_252d,0.012291333785647339,0.006898578336934231,0.03991784488731335,0.4427103159799372,0.9919354838709677,0.0,0.8999999999999998,0.12317245794041803
momentum_12_1,-0.0026343461941918745,-0.006360619403160518,-0.041234656084951346,-0.45731445863939013,0.9916198846804982,0.0003144828606840927,-0.39999999999999997,0.22599285364891644
momentum_3m,-0.002227168313272685,-0.0034489552721300495,-0.026917564501289935,-0.2985302317651862,0.9919354838709677,0.0,-0.19999999999999998,0.44037443258415726
momentum_6m,0.0009816141071198787,-0.003944614695918971,-0.028852704790144176,-0.31999197578374783,0.9919354838709677,0.0,0.0,0.3118452979847597
realized_vol_252d,-0.017382859576650218,-0.008329630566879898,-0.04863936782530378,-0.5394366845152072,0.9919354838709677,0.0,-0.7,0.08520085252119684
realized_vol_60d,-0.019096035603744215,-0.008142572028807563,-0.0507286801370637,-0.5626082789820712,0.9919354838709677,0.0,-0.7,0.24819313419186845
roe,4.718939157915149e-05,0.00022360480902068535,0.0030247733323781915,0.033546359066354,0.9689342933868832,0.022217289157740905,-0.39999999999999997,0.20981616103750472
sales_yield,0.018384923123754063,0.01953578251062353,0.19334211960713704,2.1442678357295297,0.8752847093475254,0.10862607987864661,0.8999999999999998,0.1315613852678721
