cost_bps,ending_value,total_return,transaction_cost_paid
5.0,7268367.4649159,6.268367464915899,7933.308101151764
10.0,7246473.077244171,6.246473077244171,15834.81861492829
25.0,7181170.514124471,6.181170514124471,39349.61777416026
50.0,7073590.903506451,6.073590903506451,77914.77944214863
