signal_date,execution_date,symbol,trade_notional,current_weight,target_weight,commission,slippage,market_impact,total_cost,adv_participation
2018-01-31,2018-02-01,NVDA,50000.00017950191,0.0,0.050000000179501916,5.0000000179501916,25.00000008975096,6.748494104416213,36.748494212117365,1.6013187204172663e-05
2018-01-31,2018-02-01,GOOG,50000.00017261838,0.0,0.050000000172618374,5.000000017261837,25.00000008630919,3.8710042988707083,33.871004402441734,3.2238487345546356e-05
2018-01-31,2018-02-01,GOOGL,50000.000173116154,0.0,0.050000000173116156,5.000000017311615,25.000000086558078,3.6632010182034427,33.66320112207314,2.811583103887612e-05
2018-01-31,2018-02-01,BA,50000.0001766916,0.0,0.0500000001766916,5.00000001766916,25.0000000883458,5.797446554989886,35.79744666100484,2.5562173625484673e-05
2018-01-31,2018-02-01,HD,50000.0000334019,0.0,0.050000000033401895,5.0000000033401895,25.000000016700948,5.91074907167623,35.91074909171737,7.0943278430542e-05
2018-01-31,2018-02-01,CME,50000.000007450115,0.0,0.05000000000745011,5.000000000745011,25.000000003725056,11.910892556665958,41.91089256113602,0.0003472194000869659
2018-01-31,2018-02-01,V,49999.999986678966,0.0,0.049999999986678964,4.999999998667897,24.999999993339483,6.20822918160918,36.20822917361656,6.00438903394499e-05
2018-01-31,2018-02-01,URI,49999.999782624735,0.0,0.04999999978262473,4.9999999782624736,24.999999891312367,15.573722178198647,45.57372204777349,0.0002099299406870083
2018-01-31,2018-02-01,ETR,49999.99952831134,0.0,0.049999999528311335,4.999999952831134,24.999999764155667,19.865200560497296,49.86520027748409,0.0006670259693601602
2018-01-31,2018-02-01,AAPL,49999.9993683208,0.0,0.0499999993683208,4.99999993683208,24.9999996841604,2.552221818075905,32.55222143906838,9.714533625176787e-06
2018-01-31,2018-02-01,MA,49999.99942820001,0.0,0.049999999428200013,4.9999999428200015,24.999999714100007,8.50774531651792,38.50774497343792,9.799739833768783e-05
2018-01-31,2018-02-01,KMB,49999.99932270126,0.0,0.04999999932270126,4.999999932270126,24.99999966135063,13.108838052141602,43.10883764576236,0.00019834777867967708
2018-01-31,2018-02-01,BKNG,49999.999361986025,0.0,0.04999999936198603,4.999999936198603,24.999999680993014,12.188036316819426,42.18803593401104,5.941125867006047e-05
2018-01-31,2018-02-01,CPRI,49999.99926526347,0.0,0.04999999926526347,4.999999926526347,24.999999632631734,36.529342442508565,66.52934200166665,0.00047115603184470957
2018-01-31,2018-02-01,CNC,49999.99908618326,0.0,0.049999999086183265,4.999999908618326,24.999999543091633,26.453459582487422,56.45345903419738,0.0004175378272889412
2018-01-31,2018-02-01,SPGI,49999.99910406038,0.0,0.04999999910406038,4.9999999104060375,24.99999955203019,11.85949019258304,41.85948965501927,0.00032867512785485865
2018-01-31,2018-02-01,F,49999.99655842651,0.0,0.04999999655842651,4.999999655842651,24.999998279213255,11.491555089191099,41.491553024247004,0.00011437198553457315
2018-01-31,2018-02-01,WU,49999.99635895507,0.0,0.049999996358955065,4.999999635895507,24.999998179477533,28.81280688683871,58.81280470221175,0.0005929329219215266
2018-01-31,2018-02-01,UPS,49999.914211440875,0.0,0.04999991421144088,4.999991421144087,24.99995710572044,11.886373768351982,41.88632229521651,0.00014468490706356912
2018-01-31,2018-02-01,NEE,47000.09125566286,0.0,0.04700009125566286,4.700009125566286,23.50004562783143,9.279878606880612,37.479933360278324,0.00016503924496275
2018-01-31,2018-02-01,WMT,100.00112523210176,0.0,0.00010000112523210175,0.010000112523210175,0.050000562616050875,0.0009454584072062691,0.06094613354646732,1.380874076294629e-07
2018-01-31,2018-02-01,AFL,100.00109719514028,0.0,0.00010000109719514028,0.010000109719514028,0.05000054859757014,0.001339636288438736,0.0613402946055229,4.87256394001564e-07
2018-01-31,2018-02-01,VLO,100.00068842708144,0.0,0.00010000068842708145,0.010000068842708144,0.05000034421354072,0.0012415209156834538,0.061241933971932325,4.907337455729764e-07
2018-01-31,2018-02-01,KSS,100.00025096543911,0.0,0.00010000025096543911,0.010000025096543911,0.05000012548271956,0.0027106001123929427,0.06271075069165641,5.642140346749546e-07
2018-01-31,2018-02-01,WYNN,100.00024707159407,0.0,0.00010000024707159408,0.010000024707159407,0.05000012353579704,0.0012836064395825842,0.061283754682539035,1.0297647412249943e-07
2018-01-31,2018-02-01,DVN,100.00023106833308,0.0,0.00010000023106833308,0.010000023106833308,0.050000115534166535,0.0024908126669923795,0.062490951307992225,7.070571337397472e-07
2018-01-31,2018-02-01,NTAP,100.00022764725323,0.0,0.00010000022764725323,0.010000022764725322,0.05000011382362661,0.0031435341670091356,0.06314367075536106,7.437607557024542e-07
2018-01-31,2018-02-01,MPC,100.00021092160513,0.0,0.00010000021092160512,0.010000021092160513,0.050000105460802566,0.0012321089979847987,0.06123223555094788,4.970969691042638e-07
2018-01-31,2018-02-01,AOS,100.00019579611063,0.0,0.00010000019579611063,0.010000019579611063,0.05000009789805532,0.001723723874381922,0.06172384135204831,1.6170476033219328e-06
2018-01-31,2018-02-01,ABBV,100.00017861286838,0.0,0.00010000017861286838,0.010000017861286839,0.05000008930643419,0.0014834783971286825,0.06148358556484971,1.8758070319069462e-07
2018-01-31,2018-02-01,SHW,100.00017517868054,0.0,0.00010000017517868054,0.010000017517868054,0.05000008758934027,0.000956912333300609,0.06095701744050893,3.7383118141922435e-07
