factor,coefficient,annualized_coefficient,t_stat,p_value
alpha,-1.5528309684854933e-05,-0.003913134040583443,-0.08933285647558618,0.9288173827549719
Mkt-RF,1.2167970427196693,1.2167970427196693,49.136695975760766,0.0
SMB,0.30436025701521763,0.30436025701521763,7.097772305820957,1.2678383405276723e-12
HML,0.3659680350911133,0.3659680350911133,11.522662286317924,1.0142786961032435e-30
RMW,-0.10187285535807901,-0.10187285535807901,-2.589254995029213,0.009618384073273402
CMA,0.05185135791060609,0.05185135791060609,1.0427057822507184,0.29708457904452434
Mom,-0.09167748229628221,-0.09167748229628221,-4.264690254495727,2.0017970934786792e-05
