signal_date,execution_date,optimizer_status,warning,turnover,holding_count,commission,slippage,market_impact,total_cost,cost_fraction,max_adv_participation,hhi,effective_holdings
2021-03-31,2021-04-01,optimal,,0.9999999521835441,95,99.99999521835437,499.9999760917722,386.52373391380854,986.5237052239352,0.0009865237052239352,0.0005270138220170558,0.049999912261208625,20.000035095578134
2021-04-30,2021-05-03,optimal,,0.053625182093873805,73,5.550727400610389,27.753637003051935,6.250838705350962,39.55520310901329,3.821400001102104e-05,3.551449822278908e-05,0.04862311681225387,20.566349209188964
2021-05-28,2021-06-01,optimal,,0.0587630683321172,68,6.224724035897785,31.123620179488935,10.924957611402402,48.27330182678912,4.557129468720929e-05,5.045269532721932e-05,0.046822382066882925,21.35730725044191
2021-06-30,2021-07-01,optimal,,0.037902217159429104,50,4.121831544336143,20.609157721680706,3.0334950078475655,27.764484273864415,2.5530774388720226e-05,2.730808434954173e-05,0.045811287290050136,21.828681513981216
2021-07-30,2021-08-02,optimal,,0.04032288986072019,43,4.4808959067913925,22.40447953395697,4.12911566506606,31.01449110581442,2.7909461298813028e-05,3.505056134526453e-05,0.04513551266029309,22.15550330681691
2021-08-31,2021-09-01,optimal,,0.016054127634560746,42,1.8700683896036578,9.350341948018292,1.2306853705369976,12.451095708158947,1.0688993022938602e-05,2.9204349208352817e-05,0.045048420069526814,22.19833677755225
2021-09-30,2021-10-01,optimal,,0.02709509964877065,39,3.12409787543193,15.620489377159654,3.876199598687435,22.620786851279018,1.9618862734390673e-05,4.6652949765486825e-05,0.04468203690314756,22.38035840146662
2021-10-29,2021-11-01,optimal,,0.03850518250294856,37,4.791399717786256,23.956998588931295,5.304386699642565,34.05278500636012,2.7365880090032992e-05,0.00016442295800468766,0.044182757088313464,22.633263877154114
2021-11-30,2021-12-01,optimal,,0.06319499624691975,37,7.899475263092886,39.497376315464436,14.460913348319078,61.8577649268764,4.9485580905107686e-05,0.00027418512847816244,0.04349965344243313,22.98868889434687
2021-12-31,2022-01-03,optimal,,0.07726236359342732,38,10.213488233502549,51.06744116751274,27.324534606083553,88.60546400709885,6.702771296122725e-05,0.0002876643933912538,0.04435384642151587,22.54595893435082
2022-01-31,2022-02-01,optimal,,0.038439145509576604,35,4.7639858943504505,23.819929471752246,8.15039276801184,36.73430813411454,2.9639790017753143e-05,7.449642105157953e-05,0.043251912117828736,23.12036511300949
2022-02-28,2022-03-01,optimal,,0.04172362368129754,37,5.016396576457671,25.081982882288358,5.6521791182945185,35.75055857704055,2.9735345476173405e-05,2.1530763823558377e-05,0.04257015685296461,23.490634611799873
2022-03-31,2022-04-01,optimal,,0.031102886889811495,38,3.879479784134911,19.39739892067456,4.682874721185252,27.959753425994727,2.2416125271024003e-05,2.6043808697972148e-05,0.042114018090912385,23.74506269720642
2022-04-29,2022-05-02,optimal,,0.03050482750635537,38,3.4601150440409576,17.30057522020479,4.29447127459527,25.05516153884102,2.2088958637444876e-05,3.7044625487894375e-05,0.041450680329511956,24.12505638147566
2022-05-31,2022-06-01,optimal,,0.1754342376557946,39,19.15858039667891,95.7929019833946,75.41454163822365,190.36602401829717,0.0001743172907790385,0.00014671779873308598,0.041742715154053235,23.95627587495107
2022-06-30,2022-07-01,optimal,,0.04497378600054548,37,4.624595746841123,23.12297873420563,7.141429136281082,34.88900361732784,3.392924848684865e-05,7.231770334025623e-05,0.04126627808235081,24.232861466314073
2022-07-29,2022-08-01,optimal,,0.015445259009945547,36,1.747512472265409,8.737562361327045,1.4142696938228516,11.899344527415305,1.0517147155822642e-05,3.515838916542047e-05,0.04061681517796946,24.62034493887151
2022-08-31,2022-09-01,optimal,,0.08057007845199325,37,8.79544589967437,43.97722949837184,29.883107238347023,82.65578263639324,7.571626234176098e-05,0.00019715776325957143,0.04141583301388797,24.145355223560756
2022-09-30,2022-10-03,optimal,,0.07109040562079874,37,7.244468731635077,36.22234365817537,33.64931122576532,77.11612361557576,7.56745140440078e-05,0.00026055259793468516,0.04174642407154238,23.95414750461652
2022-10-31,2022-11-01,optimal,,0.04089168195402172,36,4.430461741584065,22.152308707920323,3.6882150565919356,30.270985506096324,2.7939108471062395e-05,4.0039053323604566e-05,0.04061433364665779,24.621849239235058
2022-11-30,2022-12-01,optimal,,0.054736864406990146,38,6.392375109962194,31.96187554981098,16.172825361386487,54.52707602115966,4.6690644953367136e-05,9.039229550184004e-05,0.04105146372529178,24.359667335903072
2022-12-30,2023-01-03,optimal,,0.046369498914088966,35,5.119242528573196,25.596212642865982,14.451393524805763,45.16684869624494,4.091160225137993e-05,0.00011752725361359601,0.04112670788478728,24.315099637962973
2023-01-31,2023-02-01,optimal,,0.047087865854516534,36,5.662164559786309,28.31082279893154,7.341662174117764,41.31464953283561,3.4358215033968346e-05,2.9904745308537167e-05,0.040026446460611174,24.98348188326111
2023-02-28,2023-03-01,optimal,,0.026470512017147407,36,3.0962069476158,15.481034738079002,2.6501965800020795,21.227438265696883,1.814804918444065e-05,5.12785033832394e-05,0.0402162111834269,24.865594509611586
2023-03-31,2023-04-03,optimal,,0.03527640138349922,37,4.348334374934186,21.741671874670928,7.437851694292091,33.5278579438972,2.719989017348193e-05,9.08620383758191e-05,0.04013424273824006,24.9163789266465
2023-04-28,2023-05-01,optimal,,0.01983630187686495,34,2.442321523460272,12.211607617301357,1.7438219804190143,16.397751121180644,1.3318096664054193e-05,3.772630239584167e-05,0.03995857725853016,25.025916051265938
2023-05-31,2023-06-01,optimal,,0.05170923856815899,39,6.562593942266512,32.812969711332556,4.936010676502409,44.31157433010148,3.491481856905166e-05,2.9173956345211322e-05,0.03987465255821296,25.07858842255995
2023-06-30,2023-07-03,optimal,,0.046559718596564485,41,6.396621870373025,31.98310935186513,13.256141165262424,51.635872387500584,3.758470856289558e-05,0.0001845069237923659,0.04042007353824042,24.74018259897338
2023-07-31,2023-08-01,optimal,,0.022288991506046046,42,3.131910515038384,15.65955257519192,2.2559935988615654,21.04745668909187,1.4978926796102641e-05,3.750452024680213e-05,0.04009438595455592,24.941147649285053
2023-08-31,2023-09-01,optimal,,0.042013593713056935,42,5.913712483667677,29.568562418338384,8.972842087854234,44.455116989860294,3.158285474372687e-05,0.00010201731625380123,0.04002925837125066,24.981726884008626
2023-09-29,2023-10-02,optimal,,0.0318989608090494,43,4.278178468859581,21.390892344297892,4.046375389668598,29.715446202826072,2.2156435519157792e-05,2.9994991221022885e-05,0.03964227802594414,25.225593729642473
2023-10-31,2023-11-01,optimal,,0.03217884153413545,43,4.258636396015638,21.2931819800782,2.5968081481160397,28.148626524209877,2.126948882448769e-05,2.4051632615081885e-05,0.039494638349771294,25.31989256728542
2023-11-30,2023-12-01,optimal,,0.031044107754315042,43,4.444730460638099,22.223652303190505,4.304782009163921,30.973164772992526,2.1633128785201837e-05,5.549436989038644e-05,0.038948913126147434,25.67465738417932
2023-12-29,2024-01-02,optimal,,0.033820916980238855,43,5.0591985587117545,25.29599279355877,2.4314770264988064,32.78666837876933,2.1918000972457133e-05,1.2072000618298655e-05,0.037881629065882785,26.398019954760258
2024-01-31,2024-02-01,optimal,,0.048164022523199894,43,7.596975696984453,37.98487848492225,5.405955974581905,50.98781015648861,3.232573243271735e-05,2.099973714098049e-05,0.03723917714991424,26.853439751750876
2024-02-29,2024-03-01,optimal,,0.03890386433817761,43,6.547547107714571,32.73773553857285,3.4489557139449025,42.734238360232325,2.5391600616404435e-05,1.406720583569054e-05,0.03727169851577232,26.830008822292562
2024-03-28,2024-04-01,optimal,,0.018414769984960912,45,3.229233605150316,16.146168025751578,1.962163546523625,21.337565177425518,1.2167789724308668e-05,1.4684352991779836e-05,0.03684400237563365,27.141459546244583
2024-04-30,2024-05-01,optimal,,0.020662383047285054,43,3.4259650055870234,17.12982502793512,1.8351068965483777,22.39089693007052,1.3504203586052779e-05,1.7116750343760764e-05,0.03717630586091152,26.898853364864184
2024-05-31,2024-06-03,optimal,,0.04314289035170215,41,7.603065750519534,38.01532875259767,6.809510528887606,52.42790503200481,2.974972770701972e-05,7.73653646457005e-05,0.03610523066383024,27.696817929535822
2024-06-28,2024-07-01,optimal,,0.057938780048302066,40,10.628155826760423,53.14077913380211,28.637672650151764,92.4066076107143,5.037493052074367e-05,0.00012605125414655936,0.036203160693934124,27.621897669491354
2024-07-31,2024-08-01,optimal,,0.02571793024260775,40,4.677974369902106,23.389871849510527,2.5181324893632837,30.58597870877592,1.6815142722781656e-05,2.1415619378889646e-05,0.03641886330418887,27.458297960798262
2024-08-30,2024-09-03,optimal,,0.03566326131186385,42,6.573211213553297,32.866056067766486,6.764023462310146,46.203290743629935,2.5067808985972947e-05,5.82107062105266e-05,0.03609922706813654,27.701424136104652
2024-09-30,2024-10-01,optimal,,0.09623917934327372,42,18.73297843307405,93.66489216537023,54.521262227537605,166.91913282598188,8.575337027827506e-05,0.00029057378120411065,0.03642190079134225,27.456008013664878
2024-10-31,2024-11-01,optimal,,0.03882981308881346,49,7.615809908726001,38.07904954363,7.529848593430942,53.22470804578694,2.7137041101256927e-05,6.144330136648335e-05,0.036297715479411775,27.54994320695484
2024-11-29,2024-12-02,optimal,,0.021169258343525916,50,4.433266205026609,22.166331025133044,2.5037614059057876,29.10335863606544,1.3897124357941807e-05,2.2547456457273674e-05,0.03613147585238064,27.67669950946971
2024-12-31,2025-01-02,optimal,,0.03275204865857835,49,6.6594377830215095,33.297188915107554,4.9230832248930785,44.87970992302214,2.2072470545926193e-05,4.297970597822967e-05,0.035892177511282194,27.861224069942935
2025-01-31,2025-02-03,optimal,,0.039359754947251704,48,8.155754025617174,40.77877012808585,14.480269049025328,63.41479320272835,3.0604046083907625e-05,0.00016639432034238892,0.03509166217628349,28.496797757156244
2025-02-28,2025-03-03,optimal,,0.052181896887363105,47,10.428936791210903,52.144683956054514,27.172329263235806,89.74595001050122,4.490499849853498e-05,0.0001876325016028883,0.03495650249135926,28.606980925714335
2025-03-31,2025-04-01,optimal,,0.01766754794018448,45,3.427029107712257,17.13514553856129,3.2575546074182244,23.819729253691772,1.2279913455206891e-05,3.059054058148912e-05,0.03474540003098486,28.780788222562734
2025-04-30,2025-05-01,optimal,,0.02413988698502507,44,4.843828277418155,24.21914138709077,5.651381708604998,34.71435137311392,1.730037629145864e-05,2.995187616457226e-05,0.034882711702266776,28.667496051776766
2025-05-30,2025-06-02,optimal,,0.038654465798522164,45,8.237894711485634,41.18947355742816,15.593700516616256,65.02106878553005,3.0509672283737728e-05,6.869814488786422e-05,0.03630722245151818,27.542729310547557
2025-06-30,2025-07-01,optimal,,0.054610151054963606,46,12.449486907169673,62.24743453584839,30.70901020526482,105.40593164828289,4.623671555561761e-05,7.795391619521836e-05,0.037080071253994096,26.96866446534362
2025-07-31,2025-08-01,optimal,,0.07801399737282043,45,18.139975439220308,90.69987719610154,53.4626323952624,162.30248503058425,6.980089737829575e-05,0.0003139016590472259,0.037468183337401886,26.68931106146717
2025-08-29,2025-09-02,optimal,,0.013437804677680755,44,3.222917075564073,16.11458537782037,1.8561515238013213,21.193653977185765,8.836596656832361e-06,2.45628440607705e-05,0.036936988180128395,27.0731331727254
2025-09-30,2025-10-01,optimal,,0.06695903218048281,48,17.24844888560292,86.24224442801463,46.10092674193761,149.59162005555515,5.8071947035139715e-05,0.0001484084627472836,0.03636081243964347,27.50213575837816
2025-10-31,2025-11-03,optimal,,0.0331935249822635,46,8.631904471496135,43.15952235748068,5.710024279991605,57.501451108968425,2.211187415482511e-05,2.3005200819192703e-05,0.03649955432426426,27.397594806663644
2025-11-28,2025-12-01,optimal,,0.02983616102280107,44,7.85011896621762,39.25059483108811,14.989611478130572,62.0903252754363,2.35988390857293e-05,0.00011107773367964446,0.03641927430819032,27.45798808448828
2025-12-31,2026-01-02,optimal,,0.022567209109256175,44,5.8828355346324575,29.414177673162293,5.006343996884571,40.303357204679315,1.5460814508387743e-05,1.841464464639112e-05,0.036059083973165734,27.73226299215407
2026-01-30,2026-02-02,optimal,,0.031133872749333876,44,8.526661276906594,42.63330638453298,8.275434392178427,59.435402053618,2.1701979054270234e-05,1.7707219484459807e-05,0.03627552858800519,27.566793343175668
2026-02-27,2026-03-02,optimal,,0.042975352833611674,46,11.821782440891562,59.108912204457795,16.997117115054905,87.92781176040427,3.196412007397578e-05,3.871613803976178e-05,0.03595839898057384,27.80991446644329
2026-03-31,2026-04-01,optimal,,0.02685055426841296,45,7.01550219897195,35.07751099485975,14.36920270352003,56.46221589735173,2.1609882643737923e-05,4.399604118537602e-05,0.03542139844774016,28.23152229507186
2026-04-30,2026-05-01,optimal,,0.10392137014281941,45,30.453206967809685,152.26603483904836,182.70306945044717,365.4223112573052,0.00012470012536530665,0.00046400367094789197,0.03581835743652569,27.91864483937089
2026-05-29,2026-06-01,optimal,,0.05388364695748895,45,16.35791613606487,81.78958068032433,28.249046339143476,126.39654315553268,4.1635539951350745e-05,0.0001137579506733336,0.034895032955122904,28.657373709492113
