cost_bps,ending_value,total_return,transaction_cost_paid
5.0,3022654.135266469,2.022654135266469,2746.7389778550482
10.0,3017049.221788464,2.017049221788464,5487.664626433696
25.0,3000291.538270769,2.000291538270769,13675.666313776752
50.0,2972551.3476771256,1.9725513476771255,27207.04399267469
