date,symbol,weight,sector,position_value
2016-02-01,CTAS,0.05000000007613795,Industrials,49943.99353794016
2016-02-01,XOM,0.05000000007426129,Energy,49943.993536065595
2016-02-01,COR,0.05000000006733796,Health Care,49943.993529150015
2016-02-01,WMT,0.05000000006155185,Consumer Staples,49943.99352337039
2016-02-01,HPQ,0.05000000005796207,Information Technology,49943.99351978463
2016-02-01,BEN,0.05000000004917123,Financials,49943.99351100364
2016-02-01,MPC,0.050000000048860314,Energy,49943.99351069307
2016-02-01,NEM,0.050000000040650965,Materials,49943.993502492915
2016-02-01,ICE,0.050000000023323256,Financials,49943.99348518462
2016-02-01,UAL,0.0500000000177361,Industrials,49943.99347960372
2016-02-01,NDAQ,0.050000000019303985,Financials,49943.99348116985
2016-02-01,CAH,0.049999999990204005,Health Care,49943.99345210246
2016-02-01,GEN,0.04999999997397317,Information Technology,49943.99343588981
2016-02-01,CME,0.049999999962934506,Financials,49943.99342486351
2016-02-01,AES,0.04999999992829369,Utilities,49943.993390261494
2016-02-01,NEE,0.04999999992442654,Utilities,49943.99338639867
2016-02-01,F,0.04999999991166021,Consumer Discretionary,49943.99337364665
2016-02-01,SHW,0.04999999967762248,Materials,49943.993139871076
2016-02-01,T,0.04999999866828496,Communication Services,49943.99213166414
2016-02-01,KLAC,0.04699999865658529,Information Technology,46947.352512264326
2016-02-01,EMR,0.00010000044551150521,Industrials,99.88843193624905
2016-02-01,SLB,0.00010000042080122061,Energy,99.8884072536432
2016-02-01,CVX,0.00010000016653399612,Energy,99.88815327123125
2016-02-01,AFL,0.00010000020390541575,Financials,99.88819060079
2016-02-01,MA,0.00010000020732495778,Financials,99.8881940165017
2016-02-01,AIZ,0.00010000023774347986,Financials,99.88822440095105
2016-02-01,MCD,0.00010000025080265248,Consumer Discretionary,99.88823744549569
2016-02-01,VZ,0.00010000024479373986,Communication Services,99.88823144331384
2016-02-01,AEP,0.00010000019140306579,Utilities,99.88817811244431
2016-02-01,O,0.00010000019014731246,Real Estate,99.88817685809758
2016-02-01,PRU,0.00010000016843699432,Financials,99.88815517209784
2016-02-01,PH,0.0001000001664453112,Industrials,99.88815318264567
2016-02-01,RIG,0.00010000009874667458,Energy,99.88808555984036
2016-02-01,J,0.00010000007015017464,Industrials,99.88805699537224
2016-02-01,PBI,0.00010000006176519243,Information Technology,99.88804861978231
2016-02-01,V,0.00010000005009956141,Financials,99.88803696721833
2016-02-01,GM,0.0001000000369112544,Consumer Discretionary,99.88802379368394
2016-02-01,ALL,0.00010000000737221017,Financials,99.88799428772731
2016-02-01,LHX,0.0001000000008082329,Industrials,99.88798773110254
2016-02-01,AMAT,9.999998869079413e-05,Information Technology,99.88797562723688
2016-02-01,FLR,9.999998521508648e-05,Industrials,99.88797215542249
2016-02-01,CINF,9.999998232997632e-05,Financials,99.88796927354403
2016-02-01,MDLZ,9.999995949435879e-05,Consumer Staples,99.88794646350537
2016-02-01,FISV,9.999995615001061e-05,Financials,99.88794312290331
2016-02-01,PCAR,9.999995415653251e-05,Industrials,99.88794113165817
