factor,coefficient,annualized_coefficient,t_stat,p_value
alpha,1.2245858511098531e-05,0.00308595634479683,0.07219948687022222,0.9424431535279829
Mkt-RF,1.1256175899229335,1.1256175899229335,49.316017823117136,0.0
SMB,0.28068859539085805,0.28068859539085805,7.408424891624292,1.278082624248095e-13
HML,0.3937609929604678,0.3937609929604678,12.909742808521926,3.966235744074791e-38
RMW,-0.10317716550972077,-0.10317716550972077,-2.6055015658352962,0.009173985424860408
CMA,0.07891470987700074,0.07891470987700074,1.6433389618692802,0.10031282130693504
Mom,-0.10845462176706991,-0.10845462176706991,-5.304950872244106,1.1270334510758231e-07
