signal_date,execution_date,execution_price_model,optimizer_status,warning,turnover,holding_count,commission,slippage,market_impact,total_cost,cost_fraction,max_adv_participation,hhi,effective_holdings
2021-01-29,2021-02-01,close,optimal_target_cardinality,,1.0000000000000002,25,100.0,500.00000000000006,737.158926254732,1337.158926254732,0.001337158926254732,0.0005915386228369625,0.04974299048940078,20.10333496561852
2021-02-26,2021-03-01,close,optimal_target_cardinality,,0.09354777436797816,25,11.089301631174378,55.44650815587189,46.1971881155767,112.73299790262297,9.509995671840607e-05,0.0004468892252219464,0.047681718962716585,20.972398264037473
2021-03-31,2021-04-01,close,optimal_target_cardinality,,0.047898406063721935,25,5.866165268572993,29.330826342864963,11.462232306464378,46.65922391790234,3.8098184273991255e-05,0.00012018404808719521,0.04665725866481916,21.432892300507728
2021-04-30,2021-05-03,close,optimal_target_cardinality,,0.03692169009478471,25,4.69130363731124,23.456518186556192,8.484196997208374,36.6320188210758,2.8830281538401106e-05,6.168449855855697e-05,0.046067200314006664,21.70741857946057
2021-05-28,2021-06-01,close,optimal_target_cardinality,,0.034713231433574424,25,4.5661375372252655,22.83068768612633,14.253608358061145,41.65043358141274,3.1663985774263214e-05,0.000176658754584388,0.04511531059145653,22.165424262630914
2021-06-30,2021-07-01,close,optimal_target_cardinality,,0.016036065233328282,25,2.029691487456387,10.148457437281937,3.3468459258808516,15.524994850619175,1.226589517225653e-05,6.2847121862906e-05,0.04462780737461103,22.407553918252876
2021-07-30,2021-08-02,close,optimal_target_cardinality,,0.043986743981573956,25,5.3006273932352554,26.50313696617628,12.32662213045827,44.13038648986981,3.66211745955798e-05,0.00015175994194518806,0.04389741866446333,22.780382774751605
2021-08-31,2021-09-01,close,optimal_target_cardinality,,0.028798039357919754,25,3.5439280869876972,17.719640434938487,7.620225271978324,28.88379379390451,2.347103581297325e-05,0.00010798319722243986,0.04344475747861163,23.017736961526644
2021-09-30,2021-10-01,close,optimal_target_cardinality,,0.025258284831732623,25,3.1839582145405134,15.919791072702566,3.206076854322622,22.3098261415657,1.7698346060468712e-05,4.1925115511175314e-05,0.04319029521300285,23.153349498267392
2021-10-29,2021-11-01,close,optimal_target_cardinality,,0.02849225535378591,25,3.5896566905805622,17.94828345290282,3.215721120033423,24.753661263516804,1.9647774103633618e-05,5.982384678853146e-05,0.042599226773843604,23.474604487751197
2021-11-30,2021-12-01,close,optimal_target_cardinality,,0.0434598589394334,25,4.869443072404394,24.34721536202197,6.8576862630051005,36.074344697431464,3.219641155202458e-05,9.483278648565814e-05,0.04245043903365223,23.556882396605094
2021-12-31,2022-01-03,close,optimal_target_cardinality,,0.026405074040513274,25,3.2912640786798577,16.456320393399288,3.72636716122014,23.473951633299286,1.8832625279625473e-05,5.110970031098436e-05,0.04203874097337508,23.787582045650286
2022-01-31,2022-02-01,close,optimal_target_cardinality,,0.020293791191056135,25,2.465003547523218,12.325017737616093,2.7482730023014432,17.538294287440753,1.443886287604877e-05,2.0168398066160384e-05,0.042153841335759376,23.72263044866788
2022-02-28,2022-03-01,close,optimal_target_cardinality,,0.04819611516661175,25,5.708261974394954,28.54130987197477,9.686986287547747,43.93655813391747,3.709660533005355e-05,7.490642955152588e-05,0.042061322980971344,23.774810898183176
2022-03-31,2022-04-01,close,optimal_target_cardinality,,0.025234716607899693,25,3.08976038205143,15.448801910257151,5.63325603381659,24.17181832612517,1.9741627502920447e-05,4.038531355240407e-05,0.042109958157000395,23.74735202233297
2022-04-29,2022-05-02,close,optimal_target_cardinality,,0.018703679070667077,25,2.1094684435335314,10.547342217667657,5.2463894783675675,17.903200139568757,1.587393785268034e-05,6.131776996940144e-05,0.04253696308258085,23.508965556817248
2022-05-31,2022-06-01,close,optimal_target_cardinality,,0.016838882296862655,25,1.8391159887577353,9.195579943788676,1.7258331104260323,12.760529042972443,1.1683496196748872e-05,2.259723318520456e-05,0.0423196254199323,23.62969875269751
2022-06-30,2022-07-01,close,optimal_target_cardinality,,0.03275356476439623,25,3.13542827556312,15.6771413778156,7.696599649215245,26.509169302593964,2.769222311254801e-05,5.9092314237378424e-05,0.042639355233219135,23.452512227974026
2022-07-29,2022-08-01,close,optimal_target_cardinality,,0.020504493897862634,25,2.1085633614493466,10.542816807246732,3.173968954362239,15.825349123058318,1.5389187750196535e-05,4.422370697457094e-05,0.0425859794407325,23.48190679497495
2022-08-31,2022-09-01,close,optimal_target_cardinality,,0.03378242483729656,25,3.3868837859515684,16.934418929757847,8.62324529973716,28.944548015446575,2.887069883641197e-05,8.209711101517536e-05,0.04224901283931598,23.66919207800809
2022-09-30,2022-10-03,close,optimal_target_cardinality,,0.09860714417316281,25,8.880587692667875,44.402938463339396,43.867936985884725,97.151463141892,0.00010787381043008783,0.00026696605403371017,0.04228428797423392,23.649446352492763
2022-10-31,2022-11-01,close,optimal_target_cardinality,,0.030017828075300457,25,3.065980562898084,15.329902814490419,4.038346960049574,22.434230337438077,2.196448592728053e-05,3.136845227253972e-05,0.04196427727284925,23.829792027587157
2022-11-30,2022-12-01,close,optimal_target_cardinality,,0.01315836690692556,25,1.436332490161942,7.181662450809711,1.3007227607114555,9.918717701683107,9.086623581859427e-06,1.5459317481093653e-05,0.04205737841613477,23.777040739571227
2022-12-30,2023-01-03,close,optimal_target_cardinality,,0.03783931197206906,25,3.849156586380438,19.245782931902184,6.602266543632773,29.697206061915395,2.919397586608268e-05,5.285850391823911e-05,0.0422950550817634,23.64342588198155
2023-01-31,2023-02-01,close,optimal_target_cardinality,,0.04497828199048601,25,5.259619492318354,26.29809746159177,10.936122288173776,42.4938392420839,3.633912846889919e-05,7.659685497261144e-05,0.04197114280854634,23.825894009166124
2023-02-28,2023-03-01,close,optimal_target_cardinality,,0.02312864834474789,25,2.609299372964236,13.04649686482118,2.097032398937618,17.752828636723034,1.5735983954837863e-05,1.5265691716399414e-05,0.04203691623332058,23.78861461791409
2023-03-31,2023-04-03,close,optimal_target_cardinality,,0.024022960047868077,25,2.5781624558534695,12.890812279267351,2.874474594552119,18.34344932967294,1.7092171573065164e-05,3.0107927193248088e-05,0.041948276452686006,23.83888170299232
2023-04-28,2023-05-01,close,optimal_target_cardinality,,0.018554157544511254,25,1.9982471603499485,9.991235801749744,2.246645600708425,14.236128562808117,1.3218553611356076e-05,5.8161321863783396e-05,0.04191198133444909,23.85952580051521
2023-05-31,2023-06-01,close,optimal_target_cardinality,,0.04134033227241354,25,4.41114770191411,22.055738509570553,8.70511414853172,35.17200036001638,3.2962446053157274e-05,5.516833053578982e-05,0.04187674121315823,23.879604072099735
2023-06-30,2023-07-03,close,optimal_target_cardinality,,0.03427768009573016,25,4.09928896848214,20.496444842410707,6.767962603110613,31.363696414003456,2.6225883575533384e-05,4.8355980851278854e-05,0.041871111964356916,23.882814501111344
2023-07-31,2023-08-01,close,optimal_target_cardinality,,0.01782980676645227,25,2.137077423258282,10.68538711629141,1.8441780800289624,14.666642619578655,1.223649648691722e-05,1.5167056273088046e-05,0.04177128835713524,23.93988884063671
2023-08-31,2023-09-01,close,optimal_target_cardinality,,0.02560307893056099,25,2.8574419723877,14.287209861938504,2.754050452787003,19.898702287113206,1.782951500663296e-05,6.485545906992265e-05,0.042169733959431834,23.713690035654977
2023-09-29,2023-10-02,close,optimal_target_cardinality,,0.02709433432941134,25,2.8203242449015096,14.101621224507547,2.5512154665051487,19.473160935914205,1.8707506195498355e-05,3.90601672918471e-05,0.042105638765895625,23.749788135501976
2023-10-31,2023-11-01,close,optimal_target_cardinality,,0.0960946473988486,25,9.775024989236472,48.87512494618237,27.72235524899856,86.3725051844174,8.490960831088496e-05,0.0005587681856624496,0.04196677067670458,23.828376209921057
2023-11-30,2023-12-01,close,optimal_target_cardinality,,0.020406164502814537,25,2.402090122453401,12.010450612267,1.8993538664137655,16.311894601134167,1.385723214428536e-05,1.593565561231803e-05,0.04164255248980016,24.013897809096548
2023-12-29,2024-01-02,close,optimal_target_cardinality,,0.023081213484230974,25,2.882046197624891,14.41023098812445,1.9839903472500338,19.276267532999377,1.5437630613796877e-05,1.6453879620383188e-05,0.04160299265761787,24.03673236273524
2024-01-31,2024-02-01,close,optimal_target_cardinality,,0.02738522993783561,25,3.446240872705776,17.231204363528878,4.037062805494045,24.7145080417287,1.963915206518447e-05,5.128202956257987e-05,0.04151575363949063,24.08724188614463
2024-02-29,2024-03-01,close,optimal_target_cardinality,,0.021686580517655808,25,2.7891155975871373,13.945577987935684,2.633866811958987,19.368560397481808,1.5059893714496569e-05,3.5220429918058305e-05,0.041758034444880646,23.947487310974132
