date,portfolio_return,gross_return,benchmark_return,active_return,portfolio_value,turnover,transaction_cost,cash,cash_interest,execution_price_model,delisting_liquidations,missing_return_fills,drawdown,benchmark_value,secondary_benchmark_return,internal_equal_weight_return,internal_cap_weight_return,internal_benchmark_coverage
2021-01-29,0.0,0.0,-0.019311475173124593,0.019311475173124593,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,980688.5248268754,-0.020019542440221638,0.0,0.0,0.0
2021-02-01,-0.0013371589262547445,0.0,0.016051767614439383,-0.017388926540694127,998662.8410737453,1.0000000000000002,1337.158926254732,-1.1641532182693481e-10,0.0,close,0,0,-0.0013371589262547445,996430.3091295438,0.016645247449536438,0.012952513662007876,0.010785349228817215,1.0
2021-02-02,0.025407981226291954,0.025407981226291954,0.013898223484416938,0.011509757741875015,1024036.8477911423,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1010278.9202524729,0.014140658116980953,0.013984353114811457,0.02264921110322064,1.0
2021-02-03,0.019505002826384787,0.019505002826384787,0.0010087690809532646,0.018496233745431523,1044010.6894016308,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1011298.0583903623,0.0007860556528089813,0.0022452574216038925,0.021848802140932065,1.0
2021-02-04,0.021542301843899603,0.021542301843899603,0.010853322230420792,0.01068897961347881,1066501.0828009783,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1022274.0020890719,0.011365718217136722,0.012640328151397939,0.019689901043059507,1.0
2021-02-05,0.004871986253197624,0.004871986253197624,0.003897495164625342,0.0009744910885722824,1071697.061415405,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1026258.3100691362,0.003935940797909154,0.005190507711090982,0.007060875921544487,1.0
2021-02-08,0.014348528836027441,0.014348528836027441,0.007399348360373592,0.006949180475653849,1087074.3376046098,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1033851.9528130661,0.007222183281301309,0.010705630145767461,0.010844238194711633,1.0
2021-02-09,-0.004507431415939678,-0.004507431415939678,-0.0011135249921484514,-0.0033939064237912264,1082174.424583829,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,-0.004507431415939567,1032700.7328254272,-0.0006661098262742415,-0.000545964989566925,-0.011801924362459847,1.0
2021-02-10,0.0020568342382327742,0.0020568342382327742,-0.00034518493235935477,0.002402019170592129,1084400.277992053,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,-0.0024598682169696406,1032344.2600928195,-0.0004355490332869083,0.0022762352928906676,-0.0031812139996329446,1.0
2021-02-11,0.001598455714239666,0.001598455714239666,0.0016624551635393559,-6.399944929968981e-05,1086133.6438129325,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,-0.0008653444931375764,1034060.4861385609,0.0016151329528637515,0.0009996916329082094,-0.0032591516205060147,1.0
2021-02-12,0.002126033978780084,0.002126033978780084,0.0047110331133788375,-0.0025849991345987533,1088442.800845175,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1038931.9793299963,0.004939695259884358,0.0052880199141078135,0.0005717022420522605,1.0
2021-02-16,0.016494320336773116,0.016494320336773116,-0.0005692724183511411,0.017063592755124257,1106395.9250705699,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1038340.5440096207,-0.0008660460601583875,0.0005881703600266867,0.03801392100989509,1.0
2021-02-17,0.00036527614128778474,0.00036527614128778474,-0.0003204020092266724,0.0006856781505144571,1106800.065104816,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1038007.8576130585,0.00022946340159024636,-0.00011374250194130167,0.013612974202362812,1.0
2021-02-18,-0.011131980234136307,-0.011131980234136307,-0.004415835627354592,-0.006716144606781715,1094479.1886569285,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,-0.011131980234136196,1033424.1855339368,-0.004255878713388284,-0.005061082565732069,-0.00833863088068762,1.0
2021-02-19,0.0324842143675137,0.0324842143675137,-0.0018548966445751658,0.03433911101208886,1130032.4852420427,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1031507.2904797671,-0.0017659415913644505,0.0068543105050283566,0.031969533877150756,1.0
2021-02-22,0.02273141447599869,0.02273141447599869,-0.0077328394581538396,0.03046425393415253,1155719.7220354225,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1023530.8102025718,-0.007691670212138235,0.0008695690731914189,0.020603333599600857,1.0
2021-02-23,0.007783968587237622,0.007783968587237622,0.0012563181187927874,0.006527650468444834,1164715.808047397,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1024816.6905045719,0.0012140136801630508,0.0032017836058743925,0.008371003097744351,1.0
2021-02-24,0.03512730504808115,0.03512730504808115,0.01135161376597904,0.023775691282102107,1205629.1355310003,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,0.0,1036450.0137561088,0.011019298894940022,0.01466607386623603,0.01530277018511338,1.0
2021-02-25,-0.03690930825241012,-0.03690930825241012,-0.02447880752512621,-0.01243050072728391,1161130.1981296,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,-0.03690930825241012,1011078.9533599587,-0.024095631451407806,-0.022263965770743983,-0.0369355523944456,1.0
2021-02-26,0.0019237735804196188,0.0019237735804196188,-0.004750214169902844,0.006673987750322463,1163363.949728189,0.0,0.0,-1.1641532182693481e-10,-0.0,close,0,0,-0.03505653982407808,1006276.1117888177,-0.005152742247307662,-0.006757350192626032,0.018044024577256408,1.0
2021-03-01,0.01885840367314162,0.018955306278666706,0.023790763506800205,-0.004932359833658584,1185303.1367109437,0.09354777436797816,112.73299790262297,0.0,-0.0,close,0,0,-0.016859246530322558,1030216.1887869278,0.024240313992632823,0.022166196596596736,0.003553289551489652,1.0
2021-03-02,-0.0003532983448595317,-0.0003532983448595317,-0.008080851690870694,0.007727553346011162,1184884.3710745869,0.0,0.0,0.0,0.0,close,0,0,-0.017206588531287315,1021891.1645558067,-0.007803299137433939,-0.0046566938319287455,0.02133464744163531,1.0
2021-03-03,0.011822879894064497,0.011822879894064497,-0.01306622187199813,0.024889101766062627,1198893.1166821558,0.0,0.0,0.0,0.0,close,0,0,-0.005587140066814822,1008538.9078706859,-0.013245652042460643,-0.006153678643292228,0.014638808641417887,1.0
2021-03-04,-0.020412777845305707,-0.020412777845305707,-0.013417213930100202,-0.006995563915205505,1174420.3778310567,0.0,0.0,0.0,0.0,close,0,0,-0.025885868863146033,995007.1255869552,-0.012374822273562791,-0.0147807007781181,-0.02910288833088567,1.0
2021-03-05,0.007084796271659588,0.007084796271659588,0.01949596819778221,-0.012411171926122622,1182740.9069452751,0.0,0.0,0.0,0.0,close,0,0,-0.018984468698696744,1014405.7528639651,0.01839681480760791,0.022831728976700945,-0.014856796924705951,1.0
2021-03-08,0.02135543350720437,0.02135543350720437,-0.005359231030161227,0.026714664537365596,1207998.8517397956,0.0,0.0,0.0,0.0,close,0,0,0.0,1008969.3180760426,-0.004978733312967498,0.005757846096107448,0.01059384237835507,1.0
2021-03-09,-0.004911820078748685,-0.004911820078748685,0.01415464230382213,-0.019066462382570815,1202065.3787247147,0.0,0.0,0.0,0.0,close,0,0,-0.004911820078748685,1023250.9178689404,0.014277358273924401,0.0038645800716985887,0.022839681132823305,1.0
2021-03-10,0.01464054983231633,0.01464054983231633,0.006030313342701321,0.008610236489615009,1219664.2768036362,0.0,0.0,0.0,0.0,close,0,0,0.0,1029421.4415318967,0.006224513805906495,0.009852947128138048,-0.01369782908305848,1.0
2021-03-11,0.0056768348327354,0.0056768348327354,0.010395487004435822,-0.0047186521717004215,1226588.109454438,0.0,0.0,0.0,0.0,close,0,0,0.0,1040122.7787494292,0.010139366325156551,0.00642515361079707,0.01812642396409082,1.0
2021-03-12,0.01988799433202182,0.01988799433202182,0.0010153984958789497,0.01887259583614287,1250982.4868229933,0.0,0.0,0.0,0.0,close,0,0,0.0,1041178.9178545008,0.0013467367810584552,0.0068264284005340094,0.02007828242373655,1.0
2021-03-15,0.015378602066990599,0.015378602066990599,0.006491921301497117,0.008886680765493482,1270220.8486806185,0.0,0.0,0.0,0.0,close,0,0,0.0,1047938.16944999,0.005963359992812389,0.009515989472404198,0.027694798948906835,1.0
2021-03-16,-0.022859924101114037,-0.022859924101114037,-0.0015696837343783798,-0.021290240366735658,1241183.6964881269,0.0,0.0,0.0,0.0,close,0,0,-0.02285992410111415,1046293.2379507701,-0.0012612855784746024,-0.008843779652247585,-0.027440286482634114,1.0
2021-03-17,0.01197185013532942,0.01197185013532942,0.00287938213053085,0.00909246800479857,1256042.961692897,0.0,0.0,0.0,0.0,close,0,0,-0.011161749551228173,1049305.9160034207,0.003409738637488946,0.0043189186425191955,0.013497238786534228,1.0
2021-03-18,-0.018648644805634107,-0.018648644805634107,-0.014760539319459198,-0.0038881054861749087,1232619.4626396694,0.0,0.0,0.0,0.0,close,0,0,-0.02960224285407209,1033817.5947721112,-0.014549585620222905,-0.009092308648207028,-0.017954236851018393,1.0
2021-03-19,-0.0005311970291197454,-0.0005311970291197454,-0.0006027039747036333,7.150694558388793e-05,1231964.69884308,0.0,0.0,0.0,0.0,close,0,0,-0.030117715259732503,1033194.5087986235,-0.0018501871749664334,-0.0013203677976977117,0.011633264968183222,1.0
2021-03-22,-0.014312394388722338,-0.014312394388722338,0.007025118077311765,-0.021337512466034103,1214332.3342002544,0.0,0.0,0.0,0.0,close,0,0,-0.04399905302957041,1040452.8222197638,0.00798510730758717,0.000956017394510208,-0.022466182630267742,1.0
2021-03-23,-0.03527140377012494,-0.03527140377012494,-0.007630854183940605,-0.027640549586184338,1171501.1281295589,0.0,0.0,0.0,0.0,close,0,0,-0.0777185484347862,1032513.2784481352,-0.007870914669031226,-0.013557186063395604,-0.04416876429316964,1.0
