metric,estimate,lower_95,upper_95,one_sided_lower_95,bootstrap_samples,block_size,seed
sharpe_ratio,0.7542618046622663,-0.012581554554463348,1.6727750192066224,0.09407007894284987,2000,21,42
alpha_annualized,0.016958372521457567,-0.10191293698602782,0.1501557332247756,-0.07861537377722808,2000,21,42
max_drawdown,-0.3336265254038743,-0.5262488433118241,-0.18231745840592584,-0.4890628255874126,2000,21,42
