metric,estimate,lower_95,upper_95,one_sided_lower_95,bootstrap_samples,block_size,seed
sharpe_ratio,0.8908254870171645,0.11924624630389778,1.7923729282698362,0.24553724115564934,2000,21,42
alpha_annualized,0.02732309507292753,-0.048906717224416606,0.10798294725077368,-0.036823369077884624,2000,21,42
max_drawdown,-0.26057106530505114,-0.4356457321745211,-0.14926994340478927,-0.3939251941134501,2000,21,42
