factor,coefficient,annualized_coefficient,t_stat,p_value
alpha,0.00026796632724255056,0.06752751446512274,0.9747499297797483,0.32968431927686903
Mkt-RF,0.7431245540560887,0.7431245540560887,14.60312797323567,2.6824981345106253e-48
SMB,-0.029948009683576658,-0.029948009683576658,-0.4817126992261332,0.630010053508149
HML,0.169993878005835,0.169993878005835,3.7770633177031887,0.00015868839956642653
RMW,0.025025125067391754,0.025025125067391754,0.4359607638035806,0.6628651972361592
CMA,0.08024701292071909,0.08024701292071909,1.1604683118626964,0.24585818809808901
Mom,-0.020447176371283758,-0.020447176371283758,-0.47712767864942573,0.6332712061613869
