fold,model_type,train_start,train_end,test_start,test_end,train_rows,test_rows,purged_rows,mse,mae,rank_ic
1,lightgbm,2023-01-31,2024-06-28,2024-07-31,2024-09-30,7903,1405,467,0.07887181914255299,0.24155619360012945,0.06097623623893126
2,lightgbm,2023-01-31,2024-09-30,2024-10-31,2024-12-31,9307,1406,468,0.0815061668926802,0.24521844674676593,-0.022331891675378687
3,lightgbm,2023-01-31,2024-12-31,2025-01-31,2025-03-31,10710,1415,471,0.08099815202502594,0.2455346971498565,-0.021582676815479027
4,lightgbm,2023-01-31,2025-03-31,2025-04-30,2025-06-30,12124,1417,472,0.08433605800609618,0.24991511903798808,-0.1822618008240585
5,lightgbm,2023-01-31,2025-06-30,2025-07-31,2025-09-30,13540,1419,473,0.07844320772319277,0.24135172862938223,0.061240401746943895
6,lightgbm,2023-01-31,2025-09-30,2025-10-31,2025-12-31,14959,1421,473,0.0817667092698533,0.24587978573159144,0.01720333156186023
7,lightgbm,2023-01-31,2025-12-31,2026-01-30,2026-03-31,16379,1425,474,0.08253970954304808,0.24875054313375247,-0.024488878353010668
8,lightgbm,2023-01-31,2026-03-31,2026-04-30,2026-04-30,17802,477,476,0.07917359492976747,0.2437840431829462,0.09080769280206746
