daily_loss,drawdown,realized_vol,beta,single_name_weight,tracking_error,portfolio_daily_return,benchmark_daily_return,active_return
0.0012356036046560631,0.0,0.13771168629305494,0.862435453066227,0.05000000017456611,0.05828598895106733,0.0012356036046560631,0.0026252961308912,-0.0013896925262351367
