metric,estimate,lower_95,upper_95,one_sided_lower_95,bootstrap_samples,block_size,seed
sharpe_ratio,0.9277189470170067,0.17695236711854395,1.8010783596369757,0.30431941621010444,2000,21,42
alpha_annualized,0.029150367781315252,-0.02687933204971707,0.08743983491904185,-0.016955016328311097,2000,21,42
max_drawdown,-0.2634288198744753,-0.40390604370387456,-0.143704730181188,-0.3699369323024913,2000,21,42
