factor,coefficient,annualized_coefficient,t_stat,p_value
alpha,6.978972500785495e-05,0.017587010701979447,0.6721591026117673,0.5014824139319483
Mkt-RF,0.9834830605180802,0.9834830605180802,82.62297513076548,0.0
SMB,0.056942013597471516,0.056942013597471516,2.7736500335426597,0.005543127360816717
HML,0.10292009204593029,0.10292009204593029,5.632383165379264,1.777362510021182e-08
RMW,-0.05253815446164457,-0.05253815446164457,-1.9714844688048376,0.04866848777277047
CMA,0.07926627931693499,0.07926627931693499,2.9113517707140026,0.003598686127919719
Mom,-0.05086297165340031,-0.05086297165340031,-3.9751640611866397,7.033075608259104e-05
