signal_date,execution_date,symbol,trade_notional,current_weight,target_weight,commission,slippage,market_impact,total_cost,adv_participation
2016-01-29,2016-02-01,COR,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,7.607107743920643,27.607107743920643,0.00015706873938987353
2016-01-29,2016-02-01,WU,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,23.591009923392864,43.59100992339286,0.0006960200562021938
2016-01-29,2016-02-01,CLX,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,9.30603622240031,29.30603622240031,0.00027418330762276624
2016-01-29,2016-02-01,KMB,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,7.864853326056872,27.864853326056874,0.00014400148163966548
2016-01-29,2016-02-01,AMZN,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,3.7716079784746945,23.771607978474695,8.237276194841077e-06
2016-01-29,2016-02-01,ISRG,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,6.855726412950999,26.855726412951,0.00012082667118678834
2016-01-29,2016-02-01,VLO,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,12.813596006974484,32.813596006974485,9.38348909996848e-05
2016-01-29,2016-02-01,HRB,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,21.304452044408592,41.30445204440859,0.0006160814613002201
2016-01-29,2016-02-01,CTAS,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,17.392183836344202,37.3921838363442,0.0006009366726063773
2016-01-29,2016-02-01,BKNG,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,6.4502475898321,26.4502475898321,3.606725904471297e-05
2016-01-29,2016-02-01,CL,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,8.162401373097559,28.16240137309756,0.0001421287444371623
2016-01-29,2016-02-01,BALL,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,15.55948569369279,35.55948569369279,0.00030523814757821516
2016-01-29,2016-02-01,PSX,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,12.369664951519782,32.36966495151978,0.00013370067868564636
2016-01-29,2016-02-01,PBI,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,30.230764326899585,50.23076432689959,0.0014931758757184821
2016-01-29,2016-02-01,UPS,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,7.125887296308715,27.125887296308715,0.0001528764861219618
2016-01-29,2016-02-01,CME,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,14.040896854082638,34.04089685408264,0.000272738681210173
2016-01-29,2016-02-01,MA,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,6.773685749698561,26.77368574969856,5.9720651742522626e-05
2016-01-29,2016-02-01,SHW,33333.333333333336,0.0,0.03333333333333333,3.3333333333333335,16.666666666666668,8.629510165538386,28.629510165538385,0.00013759176014620036
