metric,estimate,lower_95,upper_95,one_sided_lower_95,bootstrap_samples,block_size,seed
sharpe_ratio,0.9350298504990837,0.15482665226312306,1.8284411214495926,0.2784339051083076,2000,21,42
alpha_annualized,0.04000359095090476,-0.04572458016637083,0.13115140522632904,-0.03236250643477862,2000,21,42
max_drawdown,-0.26882537198930145,-0.44362884267849356,-0.1588407990455885,-0.40873099698350324,2000,21,42
