metric,estimate,lower_95,upper_95,one_sided_lower_95,bootstrap_samples,block_size,seed
sharpe_ratio,0.8658088906231244,0.06697363994262658,1.7536297085534711,0.22031660140699216,2000,21,42
alpha_annualized,0.02312556352991704,-0.058854271147836784,0.11111643892613547,-0.04496880334981139,2000,21,42
max_drawdown,-0.28050755457913445,-0.4532451982852944,-0.1583871242850694,-0.421174461442423,2000,21,42
