date,sector,portfolio_contribution,internal_cap_benchmark_contribution,active_contribution,portfolio_start_wealth,benchmark_start_wealth,portfolio_linked_contribution,benchmark_linked_contribution,active_linked_contribution
2023-02-01,Communication Services,0.0,0.0015390384365536443,-0.0015390384365536443,1.0,1.0,0.0,0.0015390384365536443,-0.0015390384365536443
2023-02-01,Consumer Discretionary,0.0,0.0021611247570875376,-0.0021611247570875376,1.0,1.0,0.0,0.0021611247570875376,-0.0021611247570875376
2023-02-01,Consumer Staples,0.0,0.0005518627212464964,-0.0005518627212464964,1.0,1.0,0.0,0.0005518627212464964,-0.0005518627212464964
2023-02-01,Energy,0.0,-0.0008510470175104789,0.0008510470175104789,1.0,1.0,0.0,-0.0008510470175104789,0.0008510470175104789
2023-02-01,Financials,0.0,0.00019961519087598488,-0.00019961519087598488,1.0,1.0,0.0,0.00019961519087598488,-0.00019961519087598488
2023-02-01,Health Care,0.0,0.0007517639654259068,-0.0007517639654259068,1.0,1.0,0.0,0.0007517639654259068,-0.0007517639654259068
2023-02-01,Industrials,0.0,0.0005790144236561985,-0.0005790144236561985,1.0,1.0,0.0,0.0005790144236561985,-0.0005790144236561985
2023-02-01,Information Technology,0.0,0.004811500726559786,-0.004811500726559786,1.0,1.0,0.0,0.004811500726559786,-0.004811500726559786
2023-02-01,Materials,0.0,0.00023661728603766776,-0.00023661728603766776,1.0,1.0,0.0,0.00023661728603766776,-0.00023661728603766776
2023-02-01,Real Estate,0.0,0.00021104087573539947,-0.00021104087573539947,1.0,1.0,0.0,0.00021104087573539947,-0.00021104087573539947
2023-02-01,Transaction Costs,-0.0009658636898793316,0.0,-0.0009658636898793316,1.0,1.0,-0.0009658636898793316,0.0,-0.0009658636898793316
2023-02-01,Utilities,0.0,4.41050340522678e-05,-4.41050340522678e-05,1.0,1.0,0.0,4.41050340522678e-05,-4.41050340522678e-05
2023-02-02,Communication Services,0.0006768121045985259,0.006385091237384724,-0.005708279132786198,0.9990341363101207,1.0102346363997203,0.0006761583963618234,0.006450440324578397,-0.005774281928216574
2023-02-02,Consumer Discretionary,0.004624519940480715,0.0037797329891117192,0.0008447869513689955,0.9990341363101207,1.0102346363997203,0.004620053284587082,0.0038184171819433056,0.0008016361026437764
2023-02-02,Consumer Staples,6.537367706328967e-05,-0.00040810070623799126,0.00047347438330128095,0.9990341363101207,1.0102346363997203,6.531053500234035e-05,-0.00041227746858080617,0.0004775880035831465
2023-02-02,Energy,-0.0012482743240467308,-0.0011764771501874274,-7.179717385930344e-05,0.9990341363101207,1.0102346363997203,-0.0012470686612021254,-0.001188517966052175,-5.85506951499505e-05
2023-02-02,Financials,-0.0020907642222538912,0.00020383418302657565,-0.002294598405280467,0.9990341363101207,1.0102346363997203,-0.0020887448290075176,0.0002059203517756867,-0.0022946651807832044
2023-02-02,Health Care,-0.00026113102263241477,-0.0011561948213273385,0.0008950637986949238,0.9990341363101207,1.0102346363997203,-0.00026087880565935307,-0.0011680280549308635,0.0009071492492715104
2023-02-02,Industrials,-0.000404435970713355,0.0006347351143803167,-0.0010391710850936717,0.9990341363101207,1.0102346363997203,-0.0004040453406943619,0.0006412313974861342,-0.001045276738180496
2023-02-02,Information Technology,0.003108735506263319,0.007183183658641927,-0.004074448152378608,0.9990341363101207,1.0102346363997203,0.003105732891516381,0.00725670093158054,-0.004150968040064158
