factor_name,quantile,forward_return
accruals,1,0.008813446177978374
accruals,2,0.007286703855333754
accruals,3,0.007209284358410011
accruals,4,0.008503991968080209
accruals,5,0.010515558696269514
beta_to_spy,1,0.016269138156382788
beta_to_spy,2,0.00848346581296162
beta_to_spy,3,0.007587094137196752
beta_to_spy,4,0.003194451619737932
beta_to_spy,5,0.005939939100700224
book_to_market,1,0.004844028867585034
book_to_market,2,0.008450199783259492
book_to_market,3,0.009103372404129347
book_to_market,4,0.009320912531713698
book_to_market,5,0.00980434038573995
earnings_yield,1,0.005211791230966297
earnings_yield,2,0.007017019736847684
earnings_yield,3,0.00966197259684465
earnings_yield,4,0.009003778317638527
earnings_yield,5,0.010929083454917304
free_cash_flow_yield,1,0.005660495572047826
free_cash_flow_yield,2,0.007319055001873899
free_cash_flow_yield,3,0.009772951822757754
free_cash_flow_yield,4,0.008411730677060553
free_cash_flow_yield,5,0.010875845287835561
max_drawdown_252d,1,0.008419430252308383
max_drawdown_252d,2,0.006604038319028284
max_drawdown_252d,3,0.006677961152865096
max_drawdown_252d,4,0.009882320010770988
max_drawdown_252d,5,0.009911074566576243
momentum_12_1,1,0.008688516146545788
momentum_12_1,2,0.005808068132046582
momentum_12_1,3,0.005300025297857698
momentum_12_1,4,0.00704367309572911
momentum_12_1,5,0.01466777344900457
momentum_3m,1,0.005597140363642962
momentum_3m,2,0.0075282218435565925
momentum_3m,3,0.007551768323440259
momentum_3m,4,0.009207205171686975
momentum_3m,5,0.011625070915568029
momentum_6m,1,0.006722444796135034
momentum_6m,2,0.008460192380886503
momentum_6m,3,0.0037442657633485537
momentum_6m,4,0.00801653320201393
momentum_6m,5,0.014543559686293533
realized_vol_252d,1,0.015550367140239807
realized_vol_252d,2,0.008737795030695227
realized_vol_252d,3,0.0063558339311581055
realized_vol_252d,4,0.0054033356686482925
realized_vol_252d,5,0.0054438965579940764
realized_vol_60d,1,0.016390028278022467
realized_vol_60d,2,0.007315970805319856
realized_vol_60d,3,0.005888930941096262
realized_vol_60d,4,0.003825556717317165
realized_vol_60d,5,0.008047894766130404
roe,1,0.013300973097846813
roe,2,0.00976053816879127
roe,3,0.005305785347879586
roe,4,0.005487088133448767
roe,5,0.007851946258714168
sales_yield,1,0.0001936548362518816
sales_yield,2,0.0053847948913758195
sales_yield,3,0.011987849445024
sales_yield,4,0.010752957660311799
sales_yield,5,0.013072524390841778
