delisting_return,ending_value,total_return,delisting_liquidations,validation_status
0.0,1925023.1089380991,0.9250231089380991,0,not_observed
-0.3,1925023.1089380991,0.9250231089380991,0,not_observed
-1.0,1925023.1089380991,0.9250231089380991,0,not_observed
