metric,estimate,lower_95,upper_95,one_sided_lower_95,bootstrap_samples,block_size,seed
sharpe_ratio,0.8544306584062884,0.10796695750688444,1.704286046871728,0.23696049167547725,2000,21,42
alpha_annualized,0.017839532681525466,-0.04074222881524891,0.08267514963706703,-0.03202988370672277,2000,21,42
max_drawdown,-0.24672510892647692,-0.40975664939168516,-0.14547722046899214,-0.3737836713509034,2000,21,42
