daily_loss,drawdown,realized_vol,beta,single_name_weight,tracking_error,portfolio_daily_return,benchmark_daily_return,active_return
0.017813468549948617,-0.016751866455937403,0.13726697129322873,0.8512701808408227,0.05000000017456611,0.05895628084034306,0.017813468549948617,0.0029781310549599,0.014835337494988717
