daily_loss,drawdown,realized_vol,beta,single_name_weight,tracking_error,portfolio_daily_return,benchmark_daily_return,active_return
0.03296719139802473,-0.008842835592104303,0.1415326129486947,0.8492567083897711,0.05000000017456611,0.05894354584254318,0.03296719139802473,0.0175188855642447,0.01544830583378003
