factor,coefficient,annualized_coefficient,t_stat,p_value
alpha,0.000160611144767516,0.04047400848141403,1.33180098614384,0.18292559383866214
Mkt-RF,0.9774829512245046,0.9774829512245046,50.1675644167487,0.0
SMB,0.11079664379501793,0.11079664379501793,4.277428776561819,1.8906442047900646e-05
HML,0.21358119778963391,0.21358119778963391,9.571949298445599,1.0490873239282906e-21
RMW,-0.11104825469346451,-0.11104825469346451,-4.105593990158613,4.032772651313162e-05
CMA,0.095991984687099,0.095991984687099,2.888261412312278,0.0038737778335246383
Mom,-0.03720842230395464,-0.03720842230395464,-2.6972126726072427,0.006992259792086161
