signal_date,execution_date,execution_price_model,optimizer_status,warning,turnover,holding_count,commission,slippage,market_impact,total_cost,cost_fraction,max_adv_participation,hhi,effective_holdings
2021-01-29,2021-02-01,close,optimal_target_cardinality,,0.9999999999999999,25,99.99999999999999,500.0,550.4787820873539,1150.478782087354,0.001150478782087354,0.0008308497769880247,0.04955115520604518,20.181164209830595
2021-02-26,2021-03-01,close,optimal_target_cardinality,,0.11819385519060839,25,13.053902523127473,65.26951261563735,36.90772484556563,115.23113998433047,0.00010433364772432568,0.00024789630685743134,0.04699889415334351,21.27709636608247
2021-03-31,2021-04-01,close,optimal_target_cardinality,,0.030409830608886072,25,3.4227733116989087,17.113866558494536,3.2482368152985384,23.78487668549198,2.11318134504223e-05,1.9921960476386993e-05,0.0465952737720595,21.46140410917904
2021-04-30,2021-05-03,close,optimal_target_cardinality,,0.03155333165998907,25,3.642886035836614,18.21443017918307,5.914531559003489,27.771847774023172,2.405494750601593e-05,7.828788436466152e-05,0.04577052813661631,21.848120192434536
2021-05-28,2021-06-01,close,optimal_target_cardinality,,0.037505115669064025,25,4.381753298569293,21.908766492846468,5.023878960936469,31.31439875235223,2.680320107701271e-05,0.00011270191893656812,0.04512250338367932,22.161890963738
2021-06-30,2021-07-01,close,optimal_target_cardinality,,0.0110842873508785,25,1.2924083701520428,6.462041850760213,0.8140151222839183,8.568465343196173,7.348709139732436e-06,2.155303675768186e-05,0.044988697020181406,22.227805343004526
2021-07-30,2021-08-02,close,optimal_target_cardinality,,0.060129959365464614,25,6.966459076352834,34.83229538176416,13.425982715162018,55.22473717327901,4.7666413680222226e-05,0.0001177020614929162,0.04421127864654665,22.61866271714605
2021-08-31,2021-09-01,close,optimal_target_cardinality,,0.0323327600011455,25,3.844971123071441,19.224855615357203,5.045926619188824,28.11575335761747,2.3642827903401025e-05,0.00010177291170173517,0.043515086996302355,22.98053546543464
2021-09-30,2021-10-01,close,optimal_target_cardinality,,0.025139691979565837,25,2.9542572900451707,14.771286450225857,2.7509117995948746,20.476455539865903,1.7424744514978667e-05,6.683106909163129e-05,0.04328163495292063,23.10448764441881
2021-10-29,2021-11-01,close,optimal_target_cardinality,,0.028480440280290512,25,3.394654568333337,16.97327284166668,3.0610383032393544,23.42896571323937,1.965641114266581e-05,5.835589140859242e-05,0.04360606925725505,22.932587528136878
