daily_loss,drawdown,realized_vol,beta,single_name_weight,tracking_error,portfolio_daily_return,benchmark_daily_return,active_return
-0.0059709626474007405,0.0,0.13573372472859502,0.8624265789324306,0.05000000017456611,0.058285988821813156,-0.0059709626474007405,0.0012920889411551,-0.007263051588555841
