factor_name,horizon_days,rank_ic
accruals,1,0.02467041189404311
beta_to_spy,1,0.04306590292247222
book_to_market,1,-0.035983837501323196
earnings_yield,1,0.009827092663835546
free_cash_flow_yield,1,0.012474782163479506
max_drawdown_252d,1,-0.0074136352524799805
momentum_12_1,1,0.004777602328911485
momentum_3m,1,0.037193288286851166
momentum_6m,1,0.028070989921975292
realized_vol_252d,1,0.008318913219879443
realized_vol_60d,1,0.005022454674395664
roe,1,0.010408772223101126
sales_yield,1,0.0029901724384601264
accruals,5,0.013335929369205884
beta_to_spy,5,-0.019650178049197567
book_to_market,5,-0.03527194944133969
earnings_yield,5,0.0013099350311595662
free_cash_flow_yield,5,0.0013436490457723511
max_drawdown_252d,5,0.006479947060607905
momentum_12_1,5,0.015927852661944585
momentum_3m,5,0.05742037851274007
momentum_6m,5,0.023048588460647074
realized_vol_252d,5,-0.01314216115565973
realized_vol_60d,5,-0.016707162734540277
roe,5,-0.014800971441562916
sales_yield,5,-0.008741001397498144
accruals,21,-0.010000149563482085
beta_to_spy,21,-0.0396157645292314
book_to_market,21,0.029492332000536085
earnings_yield,21,0.027338407843842564
free_cash_flow_yield,21,0.006235575148998307
max_drawdown_252d,21,0.03790832438013362
momentum_12_1,21,0.004032662740372685
momentum_3m,21,0.03314002368037557
momentum_6m,21,0.02000788996045019
realized_vol_252d,21,-0.04025750225636329
realized_vol_60d,21,-0.04158102465059932
roe,21,-0.01588536768086812
sales_yield,21,0.044178456171825274
accruals,63,-0.010123397895849148
beta_to_spy,63,-0.03217417321315937
book_to_market,63,0.04685057090722131
earnings_yield,63,0.03797306054780417
free_cash_flow_yield,63,0.020544045126027727
max_drawdown_252d,63,0.02557500419309723
momentum_12_1,63,0.013266475082594783
momentum_3m,63,0.01705827930667862
momentum_6m,63,0.025739111621281636
realized_vol_252d,63,-0.030617138959224296
realized_vol_60d,63,-0.03406760142470887
roe,63,-0.02907432753381729
sales_yield,63,0.07418399662396041
