cost_bps,ending_value,total_return,transaction_cost_paid
5.0,1468851.6087467798,0.4688516087467798,1216.922169807922
10.0,1467302.1280791876,0.4673021280791876,2432.730406510467
25.0,1462661.1340391918,0.46266113403919173,6073.4794734548395
50.0,1454950.919533552,0.45495091953355193,12119.190099765123
