date,symbol,weight,sector,position_value
2015-02-02,AAPL,0.1500000000390133,Information Technology,149864.55546369398
2015-02-02,LLY,0.14999999999001265,Healthcare,149864.55541473758
2015-02-02,HD,0.14999999997775915,Consumer Discretionary,149864.55540249514
2015-02-02,META,0.14999999996079919,Communication Services,149864.5553855505
2015-02-02,MSFT,0.149999999895026,Information Technology,149864.5553198367
2015-02-02,AMGN,0.1499999999382176,Healthcare,149864.5553629893
2015-02-02,DIS,0.03999999958521337,Communication Services,39963.88103217882
2015-02-02,SBUX,0.020000000030597945,Consumer Discretionary,19981.940753865772
2015-02-02,HON,0.020000000297486675,Industrials,19981.94102051351
2015-02-02,CVX,0.020000000285874106,Energy,19981.941008911428
2015-02-03,AAPL,0.1491021823684437,Information Technology,149889.8290218051
2015-02-03,LLY,0.14741345849192958,Healthcare,148192.18429860278
2015-02-03,HD,0.15308841159001213,Consumer Discretionary,153897.1158835504
2015-02-03,META,0.1498920881662434,Communication Services,150683.9075731368
2015-02-03,MSFT,0.15023263039123688,Information Technology,151026.24874526565
2015-02-03,AMGN,0.14881308563983453,Healthcare,149599.20511185515
2015-02-03,DIS,0.04069226428176504,Communication Services,40907.22509099069
2015-02-03,SBUX,0.020062856094724354,Consumer Discretionary,20168.84006631259
2015-02-03,HON,0.02017576639286499,Industrials,20282.34682398888
2015-02-03,CVX,0.02052725658294544,Energy,20635.693794885738
2015-02-04,AAPL,0.14952652914195938,Information Technology,151039.41113163118
2015-02-04,LLY,0.1453212248786526,Healthcare,146791.55837129476
2015-02-04,HD,0.15401781793489094,Consumer Discretionary,155576.1419605963
2015-02-04,META,0.1496296614298417,Communication Services,151143.58689308158
2015-02-04,MSFT,0.15037611027588405,Information Technology,151897.58817160444
2015-02-04,AMGN,0.1473419356444852,Healthcare,148832.71431793578
2015-02-04,DIS,0.04358750739286834,Communication Services,44028.51779609084
2015-02-04,SBUX,0.02001420637626142,Consumer Discretionary,20216.706444563504
2015-02-04,HON,0.019976099865130326,Industrials,20178.214378743818
2015-02-04,CVX,0.020208907060026128,Energy,20413.37707412669
2015-02-05,AAPL,0.14915348733635458,Information Technology,152117.49553247076
2015-02-05,LLY,0.14637047126790986,Healthcare,149279.1748071648
2015-02-05,HD,0.15336085000076272,Consumer Discretionary,156408.46775669573
2015-02-05,META,0.1481593502488749,Communication Services,151103.6027521945
2015-02-05,MSFT,0.15110929938186554,Information Technology,154112.17386958833
2015-02-05,AMGN,0.14777311110232708,Healthcare,150709.68818339225
2015-02-05,DIS,0.04375032524561708,Communication Services,44619.74053671467
2015-02-05,SBUX,0.020032855711297322,Consumer Discretionary,20430.952662165095
2015-02-05,HON,0.020097279937369334,Industrials,20496.657139456947
2015-02-05,CVX,0.02019296976762151,Energy,20594.248537323918
2015-02-06,AAPL,0.14910075228008254,Information Technology,150836.48220920173
2015-02-06,LLY,0.145391653669102,Healthcare,147084.20478543398
2015-02-06,HD,0.15467955066526132,Consumer Discretionary,156480.22518505223
2015-02-06,META,0.14711277995423283,Communication Services,148825.36725656127
2015-02-06,MSFT,0.15219517845076413,Information Technology,153966.9315926154
2015-02-06,AMGN,0.14707146325829312,Healthcare,148783.56957964314
2015-02-06,DIS,0.04383985663514266,Communication Services,44350.21054071498
2015-02-06,SBUX,0.02005164495026072,Consumer Discretionary,20285.072614011606
2015-02-06,HON,0.020143985878591925,Industrials,20378.48851286131
2015-02-06,CVX,0.020413134258268788,Energy,20650.770135602575
2015-02-09,AAPL,0.15057080305816567,Information Technology,151838.4301523451
2015-02-09,LLY,0.14430152185339656,Healthcare,145516.36905562627
2015-02-09,HD,0.1541776431641383,Consumer Discretionary,155475.63556254565
2015-02-09,META,0.14752346501340177,Communication Services,148765.43714531622
2015-02-09,MSFT,0.15250156223356212,Information Technology,153785.44402382712
2015-02-09,AMGN,0.14618687689080584,Healthcare,147417.59654027649
2015-02-09,DIS,0.04385494077949679,Communication Services,44224.14722600986
2015-02-09,SBUX,0.020075043173728612,Consumer Discretionary,20244.051162840617
2015-02-09,HON,0.02017657848753462,Industrials,20346.441283237164
2015-02-09,CVX,0.02063156534576971,Energy,20805.258589721714
2015-02-10,AAPL,0.15128156299180817,Information Technology,154755.4953004828
2015-02-10,LLY,0.14406857285402205,Healthcare,147376.87070608308
2015-02-10,HD,0.15525421304566744,Consumer Discretionary,158819.37072972974
2015-02-10,META,0.14689114491646363,Communication Services,150264.2584941647
2015-02-10,MSFT,0.15118495534180185,Information Technology,154656.6692146672
2015-02-10,AMGN,0.14734365822698753,Healthcare,150727.16302869798
2015-02-10,DIS,0.043312142774632696,Communication Services,44306.73490580252
2015-02-10,SBUX,0.020315438087140626,Consumer Discretionary,20781.94871368418
2015-02-10,HON,0.0200561329758426,Industrials,20516.689086937426
2015-02-10,CVX,0.02029217878563342,Energy,20758.155300568233
2015-02-11,AAPL,0.1540402111603774,Information Technology,158382.800788042
2015-02-11,LLY,0.14323367398952264,Healthcare,147271.61357889127
2015-02-11,HD,0.15396234294625022,Consumer Discretionary,158302.7373698415
2015-02-11,META,0.14870990676238496,Communication Services,152902.2283242202
