factor_name,horizon_days,rank_ic
accruals,1,-0.003962596087149833
beta_to_spy,1,0.0023523665779790273
book_to_market,1,0.00813702801260743
debt_to_equity,1,0.006609876913515387
earnings_yield,1,0.010199411592065553
free_cash_flow_yield,1,0.01195960934177068
gross_margin,1,0.0005968377575885816
max_drawdown_252d,1,-0.006246856869728755
momentum_12_1,1,0.022852856743162453
momentum_3m,1,0.03806476605315926
momentum_6m,1,0.040873460314221656
operating_margin,1,0.00565463052012427
realized_vol_252d,1,-0.012666220742706054
realized_vol_60d,1,-0.010493722077640188
roe,1,0.0032841124819295874
sales_yield,1,0.009533777517045332
accruals,5,-0.002005366329999642
beta_to_spy,5,-0.035080946734958506
book_to_market,5,0.010604040881835928
debt_to_equity,5,-0.0038363614072925425
earnings_yield,5,0.01072379457137389
free_cash_flow_yield,5,0.011237609760107608
gross_margin,5,-0.0007609648367165334
max_drawdown_252d,5,0.010444361714533524
momentum_12_1,5,0.015028993177731648
momentum_3m,5,0.025812071893491106
momentum_6m,5,0.020398709761133955
operating_margin,5,0.0033164980880288765
realized_vol_252d,5,-0.03078527569220107
realized_vol_60d,5,-0.02882791820132075
roe,5,0.0052879248212025325
sales_yield,5,0.011127757072673036
accruals,21,0.005795020054793269
beta_to_spy,21,-0.047156149304934745
book_to_market,21,0.0058394638777693264
debt_to_equity,21,-0.0056015283554811295
earnings_yield,21,0.0032195154779995237
free_cash_flow_yield,21,0.002449800471071078
gross_margin,21,-0.0007437628758178774
max_drawdown_252d,21,0.012971931148574738
momentum_12_1,21,0.03263049310673953
momentum_3m,21,0.017427773027409943
momentum_6m,21,0.0306904534250849
operating_margin,21,0.0054860422565268475
realized_vol_252d,21,-0.04151262429889195
realized_vol_60d,21,-0.0320401861901386
roe,21,-0.0010861720553241015
sales_yield,21,0.004700800020473484
accruals,63,0.005961144286061789
beta_to_spy,63,-0.08141205637286734
book_to_market,63,0.00840288236901708
debt_to_equity,63,-0.013321798811614601
earnings_yield,63,0.002071659892486468
free_cash_flow_yield,63,-0.0007743585291958726
gross_margin,63,-0.0010310548359082825
max_drawdown_252d,63,0.028007010459766314
momentum_12_1,63,0.05121149307169628
momentum_3m,63,0.015468691767469026
momentum_6m,63,0.051272308027102455
operating_margin,63,0.004751048115142949
realized_vol_252d,63,-0.07285485116771365
realized_vol_60d,63,-0.06216968270823402
roe,63,-0.005590466882300571
sales_yield,63,0.006775977158448721
