start_date,trough_date,recovery_date,max_drawdown,duration_days
2023-01-31,2023-02-01,2023-02-02,-0.0010772915477851308,2
2023-02-02,2023-02-09,2023-02-15,-0.015983093118712932,13
2023-02-15,2023-03-17,2023-06-15,-0.07765313585584666,120
2023-06-15,2023-06-23,2023-06-27,-0.018034168698635944,12
2023-06-30,2023-07-06,2023-07-10,-0.014329815906267473,10
2023-07-13,2023-07-14,2023-07-17,-0.0012380734062400478,4
2023-07-19,2023-10-27,2023-12-01,-0.11777262677934974,135
2023-12-04,2023-12-06,2023-12-08,-0.005781634929922563,4
2023-12-14,2023-12-15,2023-12-18,-0.004984096128997861,4
2023-12-19,2023-12-20,2023-12-22,-0.016330609351086434,3
2023-12-28,2024-01-03,2024-01-19,-0.0243193254837617,22
2024-01-22,2024-01-24,2024-01-29,-0.012282889840681377,7
2024-01-29,2024-01-31,2024-02-02,-0.01412674982557982,4
2024-02-02,2024-02-05,2024-02-07,-0.005713714129626513,5
2024-02-12,2024-02-13,2024-02-14,-0.01237094921507187,2
2024-02-15,2024-02-21,2024-02-22,-0.02199187237729716,7
2024-02-27,2024-02-28,2024-02-29,-0.0023790718792858767,2
2024-03-04,2024-03-05,2024-03-06,-0.004507575857702006,2
2024-03-08,2024-03-14,2024-03-19,-0.010917086693246203,11
2024-03-21,2024-03-26,2024-03-27,-0.006388795106441969,6
2024-03-28,2024-04-19,2024-05-09,-0.0633899573404505,42
2024-05-09,2024-05-13,2024-05-15,-0.007646769935584774,6
2024-05-15,2024-05-16,2024-05-20,-0.01270520230670924,5
2024-05-21,2024-05-23,2024-06-12,-0.01782819706576011,22
2024-06-13,2024-06-14,2024-06-18,-0.01348591461608406,5
2024-06-18,2024-07-01,2024-07-10,-0.024669613584738737,22
2024-07-16,2024-08-05,2024-08-23,-0.08809533670887848,38
2024-08-23,2024-08-26,2024-08-27,-0.0020181409669075556,4
2024-08-27,2024-08-29,2024-08-30,-0.006552772602391732,3
2024-08-30,2024-09-06,2024-09-19,-0.04024680925098045,20
2024-09-24,2024-10-03,2024-10-09,-0.01113523642037928,15
2024-10-09,2024-10-10,2024-10-11,-0.006777247980952694,2
2024-10-14,2024-10-15,2024-10-16,-0.0033589253038665,2
2024-10-16,2024-11-01,2024-11-06,-0.03875440979281464,21
2024-11-11,2024-11-15,2024-11-21,-0.018361463322322025,10
2024-11-22,2024-11-25,2024-11-26,-0.0008946538439745799,4
2024-11-26,2024-12-19,2025-02-18,-0.08814095435453184,84
2025-02-18,2025-04-08,2025-07-23,-0.20164261023390162,155
2025-07-23,2025-07-24,2025-07-25,-0.0005985500253726794,2
2025-07-25,2025-08-01,2025-08-04,-0.009870334479987974,10
2025-08-04,2025-08-06,2025-08-12,-0.007396646758107139,8
2025-08-13,2025-08-19,2025-08-22,-0.01042568654344711,9
2025-08-22,2025-08-25,2025-08-26,-0.004349987886752893,4
2025-08-27,2025-09-02,2025-09-04,-0.011070245151579172,8
2025-09-04,2025-09-05,2025-09-08,-0.00225049633278962,4
2025-09-11,2025-09-16,2025-09-19,-0.00999912127322189,8
2025-09-19,2025-09-22,2025-09-23,-0.0016147925182282696,4
2025-09-23,2025-09-25,2025-09-29,-0.012988439887294367,6
2025-09-30,2025-10-01,2025-10-02,-0.0008422746963003824,2
2025-10-02,2025-10-10,2025-11-10,-0.038394443286389524,39
2025-11-10,2025-11-20,2025-11-26,-0.05653126519659424,16
2025-11-28,2025-12-02,2025-12-05,-0.013436013071384645,7
2025-12-11,2025-12-17,2026-01-02,-0.03996415788855079,22
2026-01-06,2026-01-08,2026-01-13,-0.01679805558160663,7
2026-01-13,2026-01-14,2026-01-15,-0.0011896411853120625,2
2026-01-15,2026-01-20,2026-01-21,-0.014420133208281727,6
2026-01-21,2026-01-23,2026-01-27,-0.0065448359078577045,6
2026-01-28,2026-01-30,2026-02-02,-0.009606715659144727,5
2026-02-03,2026-02-05,2026-02-06,-0.01314775057777784,3
2026-02-09,2026-02-10,2026-02-11,-0.0018069747439592998,2
2026-02-11,2026-02-12,2026-02-18,-0.015193385846034357,7
2026-02-20,2026-02-23,2026-02-24,-0.0037461243805725353,4
2026-02-25,2026-02-26,2026-02-27,-0.0011047341163153979,2
2026-03-02,2026-03-30,2026-04-09,-0.10415927710220418,38
2026-04-09,2026-04-10,2026-04-13,-0.0013664537913452568,4
2026-04-14,2026-04-15,2026-04-17,-0.005124286867090544,3
2026-04-17,2026-04-21,2026-04-22,-0.007891949247128216,5
2026-04-23,2026-04-29,2026-04-30,-0.02170381736351379,7
2026-05-01,2026-05-04,2026-05-05,-0.0010374976276513737,4
2026-05-06,2026-05-07,2026-05-11,-0.017132895030594675,5
2026-05-11,2026-05-19,2026-05-22,-0.03521028440103935,11
2026-05-26,2026-05-28,2026-05-29,-0.003176173642354674,3
2026-06-02,2026-06-03,2026-06-04,-0.0014552643592247172,2
2026-06-04,2026-06-10,,-0.03590929398455234,8
