date,portfolio_return,gross_return,benchmark_return,active_return,portfolio_value,turnover,transaction_cost,cash,cash_interest,execution_price_model,delisting_liquidations,missing_return_fills,drawdown,benchmark_value,secondary_benchmark_return,internal_equal_weight_return,internal_cap_weight_return,internal_benchmark_coverage
2024-01-02,0.0,0.0,-0.005660579005492328,0.005660579005492328,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,994339.4209945076,-0.005596318890426222,0.0,0.0,0.0
2024-01-03,0.0,0.0,-0.008016314922730805,0.008016314922730805,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,986368.4830557299,-0.008166725745842207,0.0,0.0,0.0
2024-01-04,0.0,0.0,-0.0034283812973570083,0.0034283812973570083,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,982986.8357961192,-0.0032211595318121233,0.0,0.0,0.0
2024-01-05,0.0,0.0,0.0018256861788026324,-0.0018256861788026324,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,984781.4612761772,0.001369705819588951,0.0,0.0,0.0
2024-01-08,0.0,0.0,0.014114629309846638,-0.014114629309846638,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,998681.2865532995,0.01427595793662717,0.0,0.0,0.0
2024-01-09,0.0,0.0,-0.0014779006799081618,0.0014779006799081618,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,997205.3348008908,-0.001517061674658704,0.0,0.0,0.0
2024-01-10,0.0,0.0,0.00566597189372442,-0.00566597189372442,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1002855.4722001445,0.0056554239754880165,0.0,0.0,0.0
2024-01-11,0.0,0.0,-0.0006710555783868699,0.0006710555783868699,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1002182.5004412088,-0.0004407250473164037,0.0,0.0,0.0
2024-01-12,0.0,0.0,0.0007509755941104146,-0.0007509755941104146,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1002935.1150398847,0.0006927792573832026,0.0,0.0,0.0
2024-01-16,0.0,0.0,-0.0037313402367431525,0.0037313402367431525,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,999192.8228902937,-0.003671148458278206,0.0,0.0,0.0
2024-01-17,0.0,0.0,-0.005616897183990499,0.005616897183990499,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,993580.4595371376,-0.005558738343145908,0.0,0.0,0.0
2024-01-18,0.0,0.0,0.008805260963896,-0.008805260963896,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1002329.19477199,0.008892865470611522,0.0,0.0,0.0
2024-01-19,0.0,0.0,0.012313502764936146,-0.012313502764936146,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1014671.3780831911,0.012466098408918658,0.0,0.0,0.0
2024-01-22,0.0,0.0,0.0021943252026270788,-0.0021943252026270788,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1016897.8970605034,0.002114348633203589,0.0,0.0,0.0
2024-01-23,0.0,0.0,0.002921374261968035,-0.002921374261968035,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1019868.6364040253,0.002916443353095266,0.0,0.0,0.0
2024-01-24,0.0,0.0,0.0008119284117831249,-0.0008119284117831249,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1020696.6967262081,0.0010931698517426813,0.0,0.0,0.0
2024-01-25,0.0,0.0,0.005260365527706368,-0.005260365527706368,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1026065.9344439105,0.005438949470246479,0.0,0.0,0.0
2024-01-26,0.0,0.0,-0.0006517852510764532,0.0006517852510764532,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1025397.159801208,-0.0012705395269575481,0.0,0.0,0.0
2024-01-29,0.0,0.0,0.007556774896180896,-0.007556774896180896,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1033145.855317009,0.007919417862923606,0.0,0.0,0.0
2024-01-30,0.0,0.0,-0.0006006499345398986,0.0006006499345398986,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1032525.2963266427,-0.000773419443293788,0.0,0.0,0.0
2024-01-31,0.0,0.0,-0.016105744611597972,0.016105744611597972,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1015895.7075989912,-0.016317300271938007,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.012493688211609788,-0.012493688211609788,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1028587.9918252457,0.01308818602695161,0.0,0.0,0.0
2024-02-02,0.0,0.0,0.01068444607751462,-0.01068444607751462,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1039577.8847598815,0.010527294822906041,0.0,0.0,0.0
2024-02-05,0.0,0.0,-0.0031863375266721894,0.0031863375266721894,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1036265.4387337726,-0.003641164139858266,0.0,0.0,0.0
2024-02-06,0.0,0.0,0.0023104108269635937,-0.0023104108269635937,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1038659.6376230313,0.0029034334313113863,0.0,0.0,0.0
2024-02-07,0.0,0.0,0.008241457963390042,-0.008241457963390042,1000000.0,0.0,0.0,1000000.0,0.0,close,0,0,0.0,1047219.7073647713,0.008340328730336743,0.0,0.0,0.0
2024-02-08,-0.0008712328511070178,0.0,0.0005705832608251526,-0.0014418161119321704,999128.767148893,0.9999994932525753,871.2328511070134,0.5063059295061976,0.0,close,0,0,-0.0008712328511070178,1047817.2334001998,0.0004417485284333722,0.0021111326136636945,0.001022060616799099,1.0
2024-02-09,0.00744475428517366,0.00744475428517366,0.0057423415255595245,0.0017024127596141359,1006567.0353195649,0.0,0.0,0.5063059295061976,0.0,close,0,0,0.0,1053834.1578107507,0.00577933527230079,0.0018847674598794933,0.006161930047357737,1.0
2024-02-12,0.002639479993929772,0.002639479993929772,-0.0009489536011326738,0.0035884335950624457,1009223.8488718402,0.0,0.0,0.5063059295061976,0.0,close,0,0,0.0,1052834.1180916997,-0.00043895368606916563,0.006117820189591334,-0.0018194526395610845,1.0
2024-02-13,-0.00939383959213802,-0.00939383959213802,-0.013674255653625456,0.004280416061487435,999743.361922978,0.0,0.0,0.5063059295061976,0.0,close,0,0,-0.00939383959213802,1038437.3952000543,-0.013772962161111346,-0.01682366115827683,-0.014374344435938198,1.0
2024-02-14,0.01062706927399204,0.01062706927399204,0.009579763275017639,0.0010473059989744016,1010367.7038863472,0.0,0.0,0.5063059295061976,0.0,close,0,0,0.0,1048385.3796219969,0.009087543071375936,0.009907009890890066,0.008327716960419083,1.0
2024-02-15,0.008477912121772624,0.008477912121772624,0.005821250684729495,0.0026566614370431285,1018933.5124905729,0.0,0.0,0.5063059295061976,0.0,close,0,0,0.0,1054488.2937309819,0.00689973723223436,0.01175871471916818,0.0045256321010511925,1.0
2024-02-16,-0.006249640723099081,-0.006249640723099081,-0.0048034698371121065,-0.0014461708859869749,1012565.5441167814,0.0,0.0,0.5063059295061976,0.0,close,0,0,-0.00624964072309897,1049423.0910184572,-0.004979919789092513,-0.004503961188120054,-0.0049239189597461526,1.0
2024-02-20,-0.002735842775136721,-0.002735842775136721,-0.006005322001165325,0.0032694792260286043,1009795.3239885572,0.0,0.0,0.5063059295061976,0.0,close,0,0,-0.008968385463816175,1043120.9674414332,-0.005505359247321762,-0.003359085062366768,-0.003944488238233892,1.0
2024-02-21,0.0021552078949531595,0.0021552078949531595,0.001264199922982101,0.0008910079719710584,1011971.6428431042,0.0,0.0,0.5063059295061976,0.0,close,0,0,-0.006832506304019659,1044439.6808881338,0.0009058273482973611,0.0031302636109599093,0.003280729512858937,1.0
2024-02-22,0.024676530758354964,0.024676530758354964,0.02112288421741404,0.0035536465409409246,1036943.592214305,0.0,0.0,0.5063059295061976,0.0,close,0,0,0.0,1066501.2593396066,0.020695473404413356,0.009949915685614657,0.014533398546375462,1.0
2024-02-23,-0.0005388017114299481,-0.0005388017114299481,0.0003479475462115911,-0.0008867492576415392,1036384.8852321636,0.0,0.0,0.5063059295061976,0.0,close,0,0,-0.0005388017114299481,1066872.3458358254,0.0006895540531597355,0.002556837945382386,0.0006747712761774125,1.0
2024-02-26,0.0003952951939962812,0.0003952951939962812,-0.003786751350190576,0.004182046544186857,1036794.5631964263,0.0,0.0,0.5063059295061976,0.0,close,0,0,-0.0001437195031607219,1062832.3655397505,-0.003662491379567423,-0.004622998823911993,-0.006583382367330585,1.0
2024-02-27,0.0011101279871053027,0.0011101279871053027,0.0017063496993998672,-0.0005962217122945646,1037945.5378579092,0.0,0.0,0.5063059295061976,0.0,close,0,0,0.0,1064645.9292272017,0.001857808431802832,0.004644440743504086,0.002409056278690406,1.0
2024-02-28,-0.003176829005612669,-0.003176829005612669,-0.001658155060430544,-0.0015186739451821252,1034648.1623669959,0.0,0.0,0.5063059295061976,0.0,close,0,0,-0.00317682900561278,1062880.5811920867,-0.0013217086642837161,0.0004798964096841967,-0.0022836797586998437,1.0
2024-02-29,0.008459447761637318,0.008459447761637318,0.005229094697149161,0.003230353064488156,1043400.7144482136,0.0,0.0,0.5063059295061976,0.0,close,0,0,0.0,1068438.484402901,0.0035949593269126723,0.005385995199677911,0.0058003597492934595,1.0
2024-03-01,0.01285167850625224,0.01285167850625224,0.00800782894888763,0.00484384955736461,1056810.1649834958,0.0,0.0,0.5063059295061976,0.0,close,0,0,0.0,1076994.3570284084,0.009388399633941447,0.005779800800383187,0.0042891468946558535,1.0
2024-03-04,-0.0019749487344745686,-0.0019749487344745686,-0.0011932620709189656,-0.000781686663555603,1054723.0190855819,0.0,0.0,0.5063059295061976,0.0,close,0,0,-0.0019749487344744576,1075709.2205115727,-0.001072455759212776,0.002699814256461296,-0.0044130041537552445,1.0
2024-03-05,-0.008248880788149782,-0.008248880788149782,-0.010193100883444606,0.001944220095294824,1046022.7346366275,0.0,0.0,0.5063059295061976,0.0,close,0,0,-0.010207538405950789,1064744.4079056466,-0.009994278787866961,-0.005538694213911765,-0.010798497098774503,1.0
2024-03-06,0.006583371632733481,0.006583371632733481,0.005141103203274655,0.0014422684294588262,1052909.0910350285,0.0,0.0,0.5063059295061976,0.0,close,0,0,-0.0036913667919989956,1070218.368791799,0.005067278275739273,0.006463325411090336,0.002397774454084105,1.0
2024-03-07,0.009459155211650083,0.009459155211650083,0.010304127925951478,-0.0008449727143013952,1062868.7215508863,0.0,0.0,0.5063059295061976,0.0,close,0,0,0.0,1081246.035772533,0.009926473867542196,0.007778509730809591,0.00894071109037611,1.0
