test,setting,run_id,cagr,sharpe_ratio,max_drawdown
base,configured,20260613T133520Z-backtest-11107a4e,0.20945590463649721,1.1341951585370986,-0.3360310663748761
subperiod,first_half,20260613T134320Z-backtest-057feb8b,0.20081241976340003,1.0364627134163262,-0.3360310663748761
subperiod,second_half,20260613T134633Z-backtest-2b8c793a,0.23640488119850378,1.3064869994788804,-0.25483025990347163
top_n_sensitivity,30,20260613T135029Z-backtest-8f78cd46,0.15933617869099925,0.911089873480692,-0.3756481860074884
top_n_sensitivity,50,20260613T135649Z-backtest-58d614e8,0.14174021594653818,0.83656212701093,-0.38466304221067116
top_n_sensitivity,100,20260613T140427Z-backtest-24e8d9cb,0.1473077700080816,0.874542223675774,-0.38624408569482205
rebalance_day_shift,-5,20260613T141523Z-backtest-aa3dde42,0.21800144939973531,1.1231516535412231,-0.34297984306610396
rebalance_day_shift,5,20260613T142235Z-backtest-92021c74,0.2141307839159634,1.0941558916514176,-0.34926096310397325
