date,sector,portfolio_weight,internal_cap_benchmark_weight,active_weight
2024-02-01,Communication Services,0.10000001007382588,0.12162569779046398,-0.0216256877166381
2024-02-01,Consumer Discretionary,0.20000004862597956,0.10854957591442875,0.09145047271155081
2024-02-01,Consumer Staples,0.050000019554802655,0.05928576670854644,-0.009285747153743786
2024-02-01,Energy,1.0072421450780473e-08,0.03658829091387029,-0.036588280841448835
2024-02-01,Financials,0.1000000153133005,0.1033170423851144,-0.0033170270718139022
2024-02-01,Health Care,0.10000002995739496,0.13723048664139342,-0.037230456683998464
2024-02-01,Industrials,0.05000003007806188,0.09040278244308307,-0.040402752365021194
2024-02-01,Information Technology,0.24999989898235164,0.27179381986412066,-0.021793920881769013
2024-02-01,Materials,2.0371455398465878e-08,0.024991783280296616,-0.024991762908841218
2024-02-01,Real Estate,0.04999999987258855,0.023322303914945452,0.0266776959576431
2024-02-01,Utilities,0.09999934851137347,0.0228924501437369,0.07710689836763657
2024-03-01,Communication Services,0.09397964295957695,0.11620191690890246,-0.022222273949325508
2024-03-01,Consumer Discretionary,0.22087916018988618,0.11475299000302025,0.10612617018686593
2024-03-01,Consumer Staples,0.047083737305024444,0.058813307360862446,-0.011729570055838003
2024-03-01,Energy,0.0,0.036194069043261654,-0.036194069043261654
2024-03-01,Financials,0.10000003027092415,0.10279111491899917,-0.0027910846480750234
2024-03-01,Health Care,0.09777948896250249,0.1369895703992777,-0.03921008143677521
2024-03-01,Industrials,0.04814182862557386,0.09324955414968887,-0.04510772552411501
2024-03-01,Information Technology,0.24671778666885025,0.2693793895227669,-0.022661602853916663
2024-03-01,Materials,2.0638211896797496e-08,0.025796237709342543,-0.025796217071130646
2024-03-01,Real Estate,0.050000000078755734,0.02341829016047241,0.026581709918283323
2024-03-01,Utilities,0.09541762802939124,0.0224135598234055,0.07300406820598575
2024-04-01,Communication Services,0.09081752782492129,0.1204439396300231,-0.02962641180510181
2024-04-01,Consumer Discretionary,0.23270553804474628,0.1099200017939455,0.12278553625080078
2024-04-01,Consumer Staples,0.048569139334129846,0.06623190046890692,-0.017662761134777077
2024-04-01,Energy,0.0,0.0384933392962628,-0.0384933392962628
2024-04-01,Financials,0.09790951693118331,0.10473206611090852,-0.006822549179725204
2024-04-01,Health Care,0.09401199689420878,0.13534648091287707,-0.041334484018668294
2024-04-01,Industrials,0.04983568168277058,0.09351790723634212,-0.04368222555357154
2024-04-01,Information Technology,0.2401944011728434,0.2590582292363971,-0.01886382806355369
2024-04-01,Materials,2.071879261858343e-08,0.02638795943345526,-0.02638793871466264
2024-04-01,Real Estate,0.04842839820534049,0.022876683218276433,0.02555171498706406
2024-04-01,Utilities,0.09752712714435693,0.0229914926626052,0.07453563448175174
2024-05-01,Communication Services,0.08448165808765079,0.12986794573961502,-0.04538628765196423
2024-05-01,Consumer Discretionary,0.24099218569830577,0.10861891506536146,0.1323732706329443
2024-05-01,Consumer Staples,0.05000001161023023,0.06794947631155789,-0.017949464701327654
2024-05-01,Energy,0.0,0.03926522698056787,-0.03926522698056787
2024-05-01,Financials,0.0988593212018474,0.10414666718359644,-0.005287345981749042
2024-05-01,Health Care,0.09468212057843274,0.13300083096091034,-0.0383187103824776
2024-05-01,Industrials,0.05000002223260755,0.09306324308669797,-0.04306322085409042
2024-05-01,Information Technology,0.2325663287589545,0.2521683145834596,-0.01960198582450512
2024-05-01,Materials,2.0710268064883046e-08,0.025967336211324566,-0.0259673155010565
2024-05-01,Real Estate,0.04868066900759746,0.02179074989126681,0.02688991911633065
2024-05-01,Utilities,0.09973689250335241,0.024161293985641995,0.07557559851771041
2024-06-03,Communication Services,0.08939703927887888,0.09440343980098757,-0.005006400522108698
2024-06-03,Consumer Discretionary,0.24189719432821183,0.07482056307340913,0.1670766312548027
2024-06-03,Consumer Staples,0.04665021974071044,0.049099469589505895,-0.002449249848795458
2024-06-03,Energy,0.0,0.02686824466842437,-0.02686824466842437
2024-06-03,Financials,0.09337847881997392,0.07399439768107464,0.01938408113889928
2024-06-03,Health Care,0.08653760901185126,0.09396129887245201,-0.0074236898606007545
2024-06-03,Industrials,0.04865019055783439,0.06535007825811538,-0.01669988770028099
2024-06-03,Information Technology,0.24870572158077203,0.1860752735209214,0.06263044805985063
2024-06-03,Materials,1.0015610358979844e-08,0.3009872513285577,-0.30098724131294735
2024-06-03,Real Estate,0.04804142581767481,0.01575666421180938,0.03228476160586543
2024-06-03,Utilities,0.09674134083305842,0.018683318994742567,0.07805802183831585
2024-07-01,Communication Services,0.08811371494951722,0.09630739301056858,-0.008193678061051354
2024-07-01,Consumer Discretionary,0.2499999309197416,0.07724187406698473,0.17275805685275686
2024-07-01,Consumer Staples,0.05028756095350764,0.04798963718009686,0.00229792377341078
2024-07-01,Energy,0.0,0.025910784899058008,-0.025910784899058008
2024-07-01,Financials,0.09224818676579431,0.07338549286355325,0.01886269390224106
2024-07-01,Health Care,0.08195800734544187,0.09349313667442981,-0.01153512932898794
2024-07-01,Industrials,0.046476918284398434,0.06303459937912897,-0.01655768109473054
2024-07-01,Information Technology,0.24999987321196848,0.19626448478536335,0.053735388426605135
2024-07-01,Materials,0.0,0.293481932706432,-0.293481932706432
2024-07-01,Real Estate,0.05000000016328035,0.015680244265926235,0.034319755897354115
2024-07-01,Utilities,0.09091506455235884,0.017210420168458227,0.07370464438390062
2024-08-01,Communication Services,0.08523032545974105,0.08862265652643281,-0.0033923310666917617
2024-08-01,Consumer Discretionary,0.24752979450629733,0.07723907578364303,0.1702907187226543
2024-08-01,Consumer Staples,0.04786093426634173,0.0471316238206766,0.0007293104456651267
2024-08-01,Energy,0.0,0.025451861625762753,-0.025451861625762753
2024-08-01,Financials,0.09084780535701763,0.07532571028664818,0.015522095070369446
2024-08-01,Health Care,0.08709098710683331,0.09185472493676002,-0.004763737829926701
2024-08-01,Industrials,0.05000000018872009,0.06351862431869412,-0.013518624129974031
2024-08-01,Information Technology,0.2448564518547004,0.1881519984970875,0.0567044533576129
2024-08-01,Materials,0.0,0.3087458304810351,-0.3087458304810351
2024-08-01,Real Estate,0.0500000003710422,0.016262429377105998,0.033737570993936206
2024-08-01,Utilities,0.0965829566836798,0.017695464346153763,0.07888749233752604
2024-09-03,Communication Services,0.08605847467298353,0.1116064480540071,-0.025547973381023575
2024-09-03,Consumer Discretionary,0.2495603760043994,0.09955826987771621,0.1500021061266832
2024-09-03,Consumer Staples,0.04790931101120183,0.06543969459283648,-0.017530383581634654
2024-09-03,Energy,0.0,0.03375026160995992,-0.03375026160995992
2024-09-03,Financials,0.09265554416597833,0.10170934011883256,-0.00905379595285423
2024-09-03,Health Care,0.0833464109899741,0.1263577987492586,-0.043011387759284495
2024-09-03,Industrials,0.04947035230903996,0.08501163832498837,-0.03554128601594841
2024-09-03,Information Technology,0.24833663727708558,0.30580833880957187,-0.05747170153248629
2024-09-03,Materials,0.0,0.024045239247900217,-0.024045239247900217
2024-09-03,Real Estate,0.04941804440494265,0.02248360249262546,0.02693444191231719
2024-09-03,Utilities,0.09324407749199068,0.024229368122303245,0.06901470936968743
2024-10-01,Communication Services,0.08678040744813331,0.10958575983803777,-0.022805352389904457
2024-10-01,Consumer Discretionary,0.24861872185803602,0.10298030412103625,0.14563841773699976
2024-10-01,Consumer Staples,0.053933308226306945,0.06374731470167946,-0.00981400647537252
2024-10-01,Energy,0.0,0.03158848860308097,-0.03158848860308097
2024-10-01,Financials,0.09102359195257335,0.09751908009702807,-0.00649548814445472
2024-10-01,Health Care,0.07581549156985258,0.11937962493876167,-0.04356413336890909
2024-10-01,Industrials,0.04880212832819309,0.08396294405564574,-0.035160815727452645
2024-10-01,Information Technology,0.249999881910335,0.32030854072812365,-0.07030865881778864
2024-10-01,Materials,0.0,0.023697663113956664,-0.023697663113956664
2024-10-01,Real Estate,0.04999999976526426,0.022369843217166636,0.027630156548097622
2024-10-01,Utilities,0.09502568630020804,0.02486043658548299,0.07016524971472504
2024-11-01,Communication Services,0.08941918557124692,0.11316185591649011,-0.02374267034524319
2024-11-01,Consumer Discretionary,0.2423129577025455,0.10201294693585053,0.14030001076669496
2024-11-01,Consumer Staples,0.04961239546829755,0.06262172188236349,-0.013009326414065943
2024-11-01,Energy,0.0,0.03208298489510339,-0.03208298489510339
2024-11-01,Financials,0.09169721375352421,0.10091086067829072,-0.009213646924766505
2024-11-01,Health Care,0.08869308064195594,0.11417781399027398,-0.025484733348318037
2024-11-01,Industrials,0.0427895065085479,0.08467651710650508,-0.04188701059795717
2024-11-01,Information Technology,0.2499998710561795,0.3208075850840147,-0.0708077140278352
2024-11-01,Materials,0.0,0.022976509004099886,-0.022976509004099886
2024-11-01,Real Estate,0.050000000107747716,0.02182171207552269,0.028178288032225027
2024-11-01,Utilities,0.09547508412485259,0.024749492431485453,0.07072559169336713
2024-12-02,Communication Services,0.08628320507813796,0.1082170050508753,-0.02193379997273734
2024-12-02,Consumer Discretionary,0.24796349227956668,0.11008007530162796,0.1378834169779387
2024-12-02,Consumer Staples,0.05135314337304485,0.06234269314142997,-0.01098954976838512
2024-12-02,Energy,0.0,0.032797544214228605,-0.032797544214228605
2024-12-02,Financials,0.09119981265585511,0.10893027707624028,-0.017730464420385172
2024-12-02,Health Care,0.09083386778394681,0.10790916514576669,-0.017075297361819883
2024-12-02,Industrials,0.03856174782983983,0.0858482323518119,-0.047286484521972066
2024-12-02,Information Technology,0.2499998801564472,0.3162182627765743,-0.06621838262012708
2024-12-02,Materials,0.0,0.021977295002102874,-0.021977295002102874
2024-12-02,Real Estate,0.0473780974886208,0.0214366197607523,0.0259414777278685
2024-12-02,Utilities,0.0964260475150415,0.024242830178589924,0.07218321733645157
2025-01-02,Communication Services,0.08254357338380815,0.11791502886507906,-0.03537145548127091
2025-01-02,Consumer Discretionary,0.24043143914151693,0.11560502232942269,0.12482641681209425
2025-01-02,Consumer Staples,0.06898082457640534,0.06026524854043883,0.008715576035966503
2025-01-02,Energy,0.0,0.030186436567314633,-0.030186436567314633
2025-01-02,Financials,0.09326530807207198,0.10570779970035535,-0.01244249162828337
2025-01-02,Health Care,0.08984599259327752,0.10265364961659156,-0.012807657023314031
2025-01-02,Industrials,0.037258107018633996,0.08031256494436981,-0.04305445792573581
2025-01-02,Information Technology,0.24999987080479094,0.3250321922145346,-0.07503232140974367
2025-01-02,Materials,0.0,0.01987680310999688,-0.01987680310999688
2025-01-02,Real Estate,0.042645816893059914,0.019833194209505998,0.022812622683553916
2025-01-02,Utilities,0.09502836263341205,0.02261205990239074,0.07241630273102131
2025-02-03,Communication Services,0.07945527498830514,0.12259966719695865,-0.043144392208653515
