daily_loss,drawdown,realized_vol,beta,single_name_weight,tracking_error,portfolio_daily_return,benchmark_daily_return,active_return
-0.0055770169449294894,-0.023849038970514935,0.13843584426438785,0.8486569930475635,0.05000000017456611,0.05892241472229164,-0.0055770169449294894,-0.0161994502989484,0.010622433354018912
