date,sector,portfolio_weight,internal_cap_benchmark_weight,active_weight
2016-02-01,Communication Services,1.00014211886907e-08,0.028584438375070107,-0.02858442837364892
2016-02-01,Consumer Discretionary,0.15000004040394843,0.08018087263114487,0.06981916777280356
2016-02-01,Consumer Staples,0.14999999933083374,0.09895567355090348,0.05104432577993026
2016-02-01,Energy,0.10000001012022944,0.06017278747158476,0.039827222648644675
2016-02-01,Financials,0.149999290491583,0.1457566820255767,0.004242608466006298
2016-02-01,Health Care,0.10000003041737777,0.1604594007843446,-0.060459370366966816
2016-02-01,Industrials,0.15000002725968864,0.21598009010052596,-0.06598006284083732
2016-02-01,Information Technology,0.050000017700325236,0.13727693184718442,-0.08727691414685919
2016-02-01,Materials,0.09999999871819547,0.01781278861455423,0.08218721010364125
2016-02-01,Real Estate,2.0083370073961654e-08,0.023931584898568843,-0.02393156481519877
2016-02-01,Utilities,0.049999985469992195,0.03088874970054205,0.019111235769450143
2016-03-01,Communication Services,3.036972266654186e-08,0.03387751023790873,-0.03387747986818606
2016-03-01,Consumer Discretionary,0.14629938504488443,0.08014114470800394,0.06615824033688049
2016-03-01,Consumer Staples,0.14808717803289229,0.09933378296878873,0.04875339506410356
2016-03-01,Energy,0.09440627257786878,0.059477478486691125,0.034928794091177655
2016-03-01,Financials,0.14423311811638465,0.14117027719870132,0.0030628409176833293
2016-03-01,Health Care,0.09913065764618759,0.1594928440858986,-0.060362186439711
2016-03-01,Industrials,0.170822368367372,0.21225227633090585,-0.04142990796353385
2016-03-01,Information Technology,0.04736513309306403,0.13840404931285238,-0.09103891621978835
2016-03-01,Materials,0.099655180376408,0.01947515654978731,0.08018002382662069
2016-03-01,Real Estate,0.0,0.024684187516336102,-0.024684187516336102
2016-03-01,Utilities,0.050000000050349554,0.03169129260412599,0.018308707446223565
2016-04-01,Communication Services,4.652857254972773e-08,0.03369099316647403,-0.03369094663790148
2016-04-01,Consumer Discretionary,0.13442085480103688,0.07933192341041391,0.05508893139062297
2016-04-01,Consumer Staples,0.1471349701795676,0.09663791115175752,0.05049705902781007
2016-04-01,Energy,0.09498505190916538,0.05990042933948748,0.035084622569677905
2016-04-01,Financials,0.15619873269858567,0.14051096046320596,0.015687772235379704
2016-04-01,Health Care,0.09731124952800331,0.1551404029864434,-0.0578291534584401
2016-04-01,Industrials,0.17070325672646608,0.2139412485910285,-0.043237991864562425
2016-04-01,Information Technology,0.05000000008346028,0.1416387334640027,-0.0916387333805424
2016-04-01,Materials,0.09924515068894199,0.020020076536601362,0.07922507415234063
2016-04-01,Real Estate,0.0,0.02619471933258896,-0.02619471933258896
2016-04-01,Utilities,0.0500000000810839,0.03299260155799612,0.01700739852308778
2016-05-02,Communication Services,4.443189270632865e-08,0.020274934092297688,-0.02027488966040498
