factor_name,horizon_days,rank_ic
accruals,1,-0.04052711765635086
beta_to_spy,1,-0.07075255367938292
book_to_market,1,-0.05334291371337426
debt_to_equity,1,-0.0392656049511109
earnings_yield,1,-0.06710768137925142
free_cash_flow_yield,1,-0.04524509303595981
gross_margin,1,-0.020103406297734026
max_drawdown_252d,1,0.0053441090687598595
momentum_12_1,1,0.05371080629478728
momentum_3m,1,0.035862145538533716
momentum_6m,1,0.05746548975347695
operating_margin,1,0.03381093334938798
realized_vol_252d,1,-0.05830403855364032
realized_vol_60d,1,-0.039816852846587494
roe,1,0.007570373670992353
sales_yield,1,-0.06423955270125521
accruals,5,-0.057551529250956274
beta_to_spy,5,-0.14294767563060246
book_to_market,5,-0.043728142262982016
debt_to_equity,5,-0.061280621068689076
earnings_yield,5,-0.03897253828154104
free_cash_flow_yield,5,-0.016118365990940894
gross_margin,5,-0.03899918498333214
max_drawdown_252d,5,0.015967934277691977
momentum_12_1,5,0.0527749644901658
momentum_3m,5,0.04067423163100359
momentum_6m,5,0.04939317374578848
operating_margin,5,0.06718581077211193
realized_vol_252d,5,-0.10249791888361261
realized_vol_60d,5,-0.10923652394599824
roe,5,0.019120351946905843
sales_yield,5,-0.05033870357511018
accruals,21,-0.07401837566649994
beta_to_spy,21,-0.09856410256410256
book_to_market,21,-0.062137498913087855
debt_to_equity,21,-0.05132651954735806
earnings_yield,21,-0.058195995174446916
free_cash_flow_yield,21,-0.03935860608571291
gross_margin,21,-0.05053813710725502
max_drawdown_252d,21,0.047863849960802285
momentum_12_1,21,0.0044549979577056115
momentum_3m,21,0.015109076839762151
momentum_6m,21,0.0037871767835923375
operating_margin,21,0.07017281953369503
realized_vol_252d,21,-0.08185545493804572
realized_vol_60d,21,-0.059930915151735834
roe,21,0.04305224219228511
sales_yield,21,-0.06884778038639192
accruals,63,-0.11093358770956678
beta_to_spy,63,-0.15064327485380113
book_to_market,63,-0.06682025615220831
debt_to_equity,63,-0.05954298657692223
earnings_yield,63,-0.06538157066930687
free_cash_flow_yield,63,-0.04628935579139141
gross_margin,63,-0.06696510414738886
max_drawdown_252d,63,0.08152154312034147
momentum_12_1,63,0.051121575517315235
momentum_3m,63,-0.02503870580408767
momentum_6m,63,0.04683072209673015
operating_margin,63,0.06851195797808973
realized_vol_252d,63,-0.16663172993325887
realized_vol_60d,63,-0.12843892634500126
roe,63,0.036772645603808274
sales_yield,63,-0.08887278731747657
