cost_bps,ending_value,total_return,transaction_cost_paid
5.0,7326689.650424036,6.326689650424036,8009.557451541025
10.0,7304544.757578856,6.3045447575788565,15986.85826327479
25.0,7238496.433586999,6.238496433586999,39726.29394074576
50.0,7129692.867495321,6.12969286749532,78656.85373638864
