daily_loss,drawdown,realized_vol,beta,single_name_weight,tracking_error,portfolio_daily_return,benchmark_daily_return,active_return
0.0008044928448190814,-0.0032322065380978593,0.1354932703508616,0.8606707300028288,0.05000000017456611,0.058431434840640326,0.0008044928448190814,-0.0073720411048462,0.00817653394966528
