cost_bps,ending_value,total_return,transaction_cost_paid
5.0,7564218.217066537,6.564218217066537,7285.511142774252
10.0,7544404.649592358,6.544404649592358,14545.484501510868
25.0,7485260.873000934,6.485260873000934,36172.904460679696
50.0,7387670.5261060335,6.387670526106033,71714.60199913169
