factor_name,quantile,forward_return
accruals,1,0.010009598101093085
accruals,2,0.010793979677018893
accruals,3,0.009233770601502492
accruals,4,0.009339132520696711
accruals,5,0.012250992390660829
beta_to_spy,1,0.016015162320060252
beta_to_spy,2,0.010839641419928898
beta_to_spy,3,0.009634750844956309
beta_to_spy,4,0.00772874164602234
beta_to_spy,5,0.007389762097209668
book_to_market,1,0.010780275780378577
book_to_market,2,0.009045388923411555
book_to_market,3,0.009306575963367439
book_to_market,4,0.009728787231146988
book_to_market,5,0.012794238124810054
earnings_yield,1,0.010322272597816887
earnings_yield,2,0.00820553212879927
earnings_yield,3,0.010214757160142019
earnings_yield,4,0.010365763022050771
earnings_yield,5,0.012500462597558881
free_cash_flow_yield,1,0.010280159120101977
free_cash_flow_yield,2,0.008865348001249067
free_cash_flow_yield,3,0.009689668650897579
free_cash_flow_yield,4,0.01040204318186328
free_cash_flow_yield,5,0.012408994023737572
max_drawdown_252d,1,0.009609008796724538
max_drawdown_252d,2,0.009843530545268967
max_drawdown_252d,3,0.008779762156438699
max_drawdown_252d,4,0.011100114314739042
max_drawdown_252d,5,0.012306169953949293
momentum_12_1,1,0.011344866737528084
momentum_12_1,2,0.009971557103578013
momentum_12_1,3,0.009420995557016419
momentum_12_1,4,0.009603320472896283
momentum_12_1,5,0.011251135292922206
momentum_3m,1,0.011454858957149884
momentum_3m,2,0.011155910057234257
momentum_3m,3,0.010019394143172312
momentum_3m,4,0.008528349482583053
momentum_3m,5,0.010459983654126186
momentum_6m,1,0.011490974556121055
momentum_6m,2,0.010127983075021336
momentum_6m,3,0.009977606880854776
momentum_6m,4,0.008874936861053345
momentum_6m,5,0.011141500975523739
realized_vol_252d,1,0.01511536416652276
realized_vol_252d,2,0.010372155798201875
realized_vol_252d,3,0.008681383165727974
realized_vol_252d,4,0.008583515673061943
realized_vol_252d,5,0.00884787844798092
realized_vol_60d,1,0.015010787036638478
realized_vol_60d,2,0.009987911865703221
realized_vol_60d,3,0.00856107473161426
realized_vol_60d,4,0.008092913706306208
realized_vol_60d,5,0.009948041661299901
roe,1,0.011678900288339355
roe,2,0.009403883038511184
roe,3,0.010645578580478248
roe,4,0.00890898530411091
roe,5,0.011031729637458432
sales_yield,1,0.006406322453181185
sales_yield,2,0.010852270647125016
sales_yield,3,0.010568872872912988
sales_yield,4,0.01081446188101695
sales_yield,5,0.012564234163681815
