factor_name,ic,rank_ic,ic_ir,t_stat,coverage,missing_rate,quantile_monotonicity,top_quantile_turnover
accruals,-0.0017307691000194951,-0.010000149563482085,-0.1855060103958352,-0.9087901393784559,0.9877698741903796,0.012205908367238635,-0.39999999999999997,0.25158458163981395
beta_to_spy,-0.05474546332012296,-0.03961670351234916,-0.17982799488209097,-0.8809736578578954,1.0,0.0,-0.8999999999999998,0.07823165684794783
book_to_market,0.030645322965536858,0.029492332000536085,0.27387965781988644,1.341730825173557,0.9978771543628894,0.0021227666725632407,0.9999999999999999,0.0612258242514765
earnings_yield,0.023169768932818025,0.027338407843842564,0.48501078370377804,2.37605787964327,0.9924691710662478,0.007518131965328145,0.8999999999999998,0.2697421166236591
free_cash_flow_yield,0.01607295017884894,0.006235575148998307,0.1227728684291703,0.6014617638186427,0.9953007031241317,0.00468777640191049,0.3,0.20007371237619279
max_drawdown_252d,0.04219771244681067,0.03790832438013362,0.23234373130870126,1.1382471732812691,1.0,0.0,0.8999999999999998,0.11317980427479428
momentum_12_1,0.021685830086994123,0.004032662740372685,0.02851139476066519,0.13967673803738284,0.9996457569131988,0.0003537944454272068,0.09999999999999999,0.21856468182482106
momentum_3m,0.03845062937582319,0.03314002368037557,0.27383317378812033,1.3415031008555287,1.0,0.0,0.9999999999999999,0.42913968547641085
momentum_6m,0.032206445208781055,0.02000788996045019,0.13199718398266524,0.6466514964836051,1.0,0.0,0.7,0.2926335264618531
realized_vol_252d,-0.05379969592257081,-0.04025615948229536,-0.2254266071081241,-1.1043603237235269,1.0,0.0,-0.8999999999999998,0.08053459272603339
realized_vol_60d,-0.059052269387620836,-0.04158102465059932,-0.24817193514852542,-1.21578921918593,1.0,0.0,-0.7,0.2561711865231998
roe,-0.003381908474904919,-0.01588536768086812,-0.3291634800239507,-1.6125651360349658,0.9924691710662478,0.007518131965328145,-0.7,0.20413092951411085
sales_yield,0.022196314119778876,0.044178456171825274,0.5710468634039533,2.7975468691129803,0.9690376694442288,0.030957013974880595,0.8999999999999998,0.1434859782167545
